"","Player","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","Prog_Passes","Succ_Dribbles","Att_Dribbles","Fls","Fld","Off","Crs","TklW","OG","PKwon","PKcon","Club"
"716","Daniel Amartey",1095,0,0,0,0,3,2,1,0,841,17,8,15,0,0,0.5,12,1,668,735,1267.1,33,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Daniel Caligiuri",258,1,0,0,0,5,2,1,0,160,7,3,2,0.4,0.4,0.2,7,1,85,130,NA,10,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Daniel Chacón",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Daniel Ciofani",244,2,0,1,2,7,2,0,0,89,4,0,3,2.2,0.4,0,8,2,29,55,673.5,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Daniel Davies",172,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"721","Daniel Finlayson",337,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"722","Daniel Graovac",120,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"723","Daniel James",659,1,0,0,0,13,3,1,0,244,9,3,7,1.5,1.5,0.5,12,0,115,171,970,11,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Daniel Kyereh",443,2,0,0,0,9,5,1,0,203,6,0,3,2.2,2.2,0.1,8,1,111,141,898.2,4,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Daniel Maldini",165,1,0,0,0,4,3,0,0,82,4,1,3,0.5,0.5,0,7,0,43,57,352.3,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Daniel Parejo",1227,0,2,0,0,11,4,2,0,1014,24,10,15,0.7,0.7,2,46,4,759,905,1173.8,74,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Daniel Podence",1020,2,0,0,0,24,9,3,0,500,14,3,12,2.1,2.1,1.7,41,0,252,374,976.8,50,10,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Daniel Redmond",156,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"729","Daniel Sundgren",864,1,0,0,0,2,2,3,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Daniel Vivian",635,1,0,0,0,5,2,1,0,444,11,11,4,0.5,0.5,0,5,0,307,368,646.8,26,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Daniele Montevago",204,0,0,0,0,7,1,0,0,64,1,0,1,0.4,0.4,0.2,7,0,20,33,291.2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Daniele Rugani",258,0,0,0,0,3,1,0,0,201,2,4,4,0.1,0.1,0,2,0,150,174,250.5,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Daniele Verde",281,0,0,0,0,10,3,0,0,148,0,2,3,0.6,0.6,0.3,15,1,72,122,459.4,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Danijel Šturm",82,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"735","Danilho Doekhi",534,1,1,0,0,1,1,0,0,294,13,10,10,0.2,0.2,0.1,4,1,190,236,457,18,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Danilo",1790,0,2,0,0,12,0,5,0,1356,34,28,15,0.8,0.8,2.5,32,2,982,1176,1731.6,60,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Danilo Cataldi",910,0,0,0,0,4,1,3,0,689,17,8,6,0.1,0.1,0.5,21,0,521,614,1100.6,31,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Danilo D'Ambrosio",224,0,0,0,0,2,1,1,0,171,6,4,5,0.2,0.2,0,3,0,119,139,515,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Danilo Pereira",1065,1,0,0,0,9,3,2,0,898,13,13,9,0.9,0.9,0,10,1,758,815,1616.3,46,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Danilo Rinaldi",90,1,0,0,0,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"741","Danilo Soares",824,0,0,0,0,1,0,2,0,550,33,11,18,0,0,0.1,14,0,337,454,727.3,25,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Danilo Spoljaric",44,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"743","Danny da Costa",427,0,1,0,0,4,0,0,0,276,3,5,12,0.2,0.2,0.3,9,1,146,221,507.5,24,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Danny Ings",726,5,0,2,2,22,10,3,0,222,8,1,7,4.5,2.9,0.4,14,2,103,141,1101.6,11,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Danny Latza",184,0,0,0,0,2,0,1,0,115,5,0,4,0.1,0.1,0,1,0,64,87,653.7,9,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Danny Loader",46,0,0,0,0,3,2,0,0,26,2,0,0,0.2,0.2,0,1,0,16,21,128.9,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Danny Ward",1444,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,2,0,447,606,1253.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Danny Welbeck",996,0,2,0,0,26,9,0,0,320,8,3,10,3,3,1.9,23,6,155,189,1103.9,11,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Dante",1260,0,0,0,0,9,2,3,0,1119,26,24,21,0.4,0.4,0,6,0,892,981,1271.2,41,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Dante Vanzeir",179,1,0,1,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"751","Dany Jean",9,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,2,5,40,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Dany Mota",603,2,0,0,0,7,2,1,0,248,5,1,3,1.4,1.4,0.7,16,1,118,182,638.5,4,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Danylo Sikan",104,0,1,0,0,2,0,1,0,38,0,0,0,0.2,0.2,0.1,5,1,24,27,338.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Dario Essugo",28,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,7,10,70,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Dario Špikić",495,0,0,0,0,9,2,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Darko Brašanac",485,1,1,0,0,5,3,3,0,221,11,7,7,0.4,0.4,0.5,9,1,144,174,1014.8,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Darko Churlinov",27,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Darko Lazović",860,0,1,0,0,12,2,0,0,403,13,6,6,0.5,0.5,1.8,19,1,208,329,761.9,37,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Darlin Yongwa",40,0,0,0,0,0,0,0,0,25,2,0,1,0,0,0.1,2,0,8,15,66.7,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Darwin Núñez",1045,8,2,0,0,58,26,1,1,412,8,3,7,8.3,8.3,2.4,33,3,177,266,1154.3,11,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","David Affengruber",210,0,0,0,0,4,0,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,4,0,NA,NA,NA
"762","David Alaba",1535,1,3,0,0,10,1,3,0,1133,12,12,14,0.5,0.5,1.2,33,5,922,1046,1752.2,42,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Davíð Atlason",209,0,2,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"764","David Browne",279,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"765","David Carmo",450,0,0,0,0,2,1,3,0,247,5,4,2,0.2,0.2,0.1,2,1,166,214,389.5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","David Davidyan",265,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"767","David de Gea",1260,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0.1,2,0,299,437,961.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","David García",1039,1,0,0,0,8,2,6,1,589,15,19,6,0.3,0.3,0.1,6,0,377,471,949.9,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Dávid Holman",52,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"770","David López",690,2,1,0,0,6,3,2,0,517,9,4,11,0.5,0.5,0.2,4,1,401,446,710.8,15,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","David Neres",534,2,5,0,0,18,8,1,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","David Okereke",1150,3,0,0,0,29,8,2,0,391,6,4,15,2.1,2.1,0.9,46,1,170,255,1005.9,39,15,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","David Pereira da Costa",983,1,3,0,0,19,4,1,0,583,8,7,9,2.2,2.2,3.2,46,6,391,487,1202.5,49,23,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","David Raum",1649,0,1,0,0,7,2,2,0,1256,37,22,28,0.2,0.2,2.8,48,2,844,1098,1619.2,57,8,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","David Raya",1350,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,6,1,434,647,1004.5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","David Schnegg",42,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,NA,NA,NA
"777","David Silva",816,0,0,0,0,12,7,2,0,549,12,5,3,1.6,1.6,1.3,30,6,400,473,1011.5,43,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","David Soria",1260,0,0,0,0,0,0,1,0,445,0,0,0,0,0,0.1,3,0,231,409,792.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Dávid Strelec",169,0,0,0,0,3,1,0,0,59,2,0,0,0.5,0.5,0.1,4,2,25,43,394.6,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","David Tomassini",20,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"781","David Turnbull",103,0,0,0,0,3,1,0,0,89,1,0,2,0.1,0.1,0,4,1,67,83,404.1,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","David Yurchenko",480,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"783","David Zima",324,0,0,0,0,2,1,0,0,192,8,8,7,0.2,0.2,0,1,0,117,151,533.1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Davide Calabria",664,0,1,0,0,7,0,3,0,542,28,13,10,0.3,0.3,0.2,12,2,378,474,715.5,28,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Davide Faraoni",478,0,2,0,0,10,3,3,0,245,8,6,9,1.2,1.2,0.5,9,3,130,199,507.5,15,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Davide Frattesi",1210,4,0,0,0,30,15,2,0,567,24,2,7,3.6,3.6,0.7,39,3,313,411,1148.9,41,19,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Davide Vaierani",1,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"788","Davide Zappacosta",90,0,0,0,0,0,0,1,0,62,4,0,1,0,0,0,1,0,33,47,140.4,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Davie Selke",282,1,1,1,1,5,3,1,0,108,2,1,3,1.2,0.5,0.8,8,3,41,68,NA,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Davinson Sánchez",544,0,0,0,0,3,1,1,0,456,14,10,7,0.3,0.3,0.1,4,0,330,377,928.3,18,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","Davit Khocholava",608,0,0,0,0,1,0,1,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Davy Klaassen",357,2,2,0,0,3,2,0,0,153,2,1,3,0.3,0.3,0.4,10,2,109,127,695.9,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Dayle Coleing",180,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"794","Dayot Upamecano",1873,0,0,0,0,4,1,2,0,1898,53,28,19,0.3,0.3,0.3,27,4,1538,1694,2069.4,100,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Dean David",644,1,2,0,0,15,2,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Dean Henderson",1350,0,0,0,0,0,0,2,0,633,0,0,0,0,0,0,1,0,376,587,964,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","DeAndre Yedlin",17,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,1,0,12,18,66.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","Declan McManus",210,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"799","Declan Rice",1587,1,2,0,1,17,4,2,0,1301,38,31,23,1.4,0.6,1.8,49,3,1025,1140,1612.2,69,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","Dedryck Boyata",136,0,0,0,0,0,0,1,0,96,1,7,1,0,0,0,0,0,66,79,252.7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Degnand Gnonto",302,0,1,0,0,2,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Deiver Machado",1003,1,1,0,0,7,1,2,1,492,28,12,10,0.5,0.5,0.8,21,4,332,395,1108.7,15,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","Dejan Kulusevski",660,1,5,0,0,15,3,0,0,326,8,1,6,1.2,1.2,2.3,40,7,192,241,846.2,18,13,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Dejan Ljubicic",560,3,0,0,0,15,5,1,0,258,11,5,5,1.2,1.2,0.6,27,4,155,201,679.1,22,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","Dejan Lovren",180,0,0,0,0,1,0,1,0,157,5,3,3,0.1,0.1,0,1,0,123,134,185.4,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","Dejvid Sinani",345,1,0,0,0,1,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"807","Delano Burgzorg",211,0,1,0,0,4,2,2,0,78,3,0,2,0.1,0.1,0.1,4,2,31,42,701.7,2,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Dele Alli",40,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,12,15,176.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","Demarai Gray",1284,1,0,0,0,29,11,1,0,626,13,6,9,2.2,2.2,2.1,55,3,312,462,1024.9,18,14,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","Demba Seck",223,0,0,0,0,5,2,0,0,100,4,1,3,0.2,0.2,0,5,0,49,69,459.6,2,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","Dembo Darboe",174,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"812","Dénes Dibusz",540,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"813","Deni Pavlović",180,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"814","Denis Genreau",95,0,0,0,0,0,0,1,0,67,10,2,4,0,0,0.3,3,0,20,45,NA,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","Denis Huseinbasic",376,2,1,0,0,7,2,1,0,202,14,2,9,1.3,1.3,0.3,8,1,116,140,NA,9,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","Denis Kolinger",90,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"817","Denis Odoi",443,0,0,0,0,1,0,3,0,353,11,7,9,0.1,0.1,0.1,3,0,235,292,492.1,17,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","Denis Vavro",540,0,1,0,0,4,2,2,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","Denis Zakaria",193,1,0,0,0,1,1,0,0,96,6,4,2,0.1,0.1,0.1,3,0,71,78,266.8,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","Deniz Undav",101,0,0,0,0,6,1,0,0,37,2,0,0,0.7,0.7,0.1,3,0,23,27,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","Dennis Appiah",795,0,0,0,0,5,1,1,0,547,21,10,13,0.4,0.4,0.1,11,1,339,468,1044.6,28,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","Dennis Eckert",7,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"823","Dennis Geiger",1001,1,2,0,0,3,2,4,0,559,22,11,15,0.1,0.1,1.4,35,3,405,479,1183.3,49,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","Dennis Hadzikadunic",225,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"825","Dennis Praet",266,0,0,0,0,1,0,1,0,120,9,1,4,0.2,0.2,0,4,0,68,89,566.2,8,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","Denny Gropper",1,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"827","Denso Kasius",336,0,2,0,0,4,0,1,0,235,12,3,6,0.1,0.1,0.7,15,2,141,189,452.9,5,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","Dénys Bain",126,0,0,0,0,0,0,0,0,69,4,2,2,0,0,0,0,0,52,56,182.5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","Denys Harmash",105,0,0,0,0,1,0,3,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,1,0,NA,NA,NA
"830","Denys Popov",371,0,0,0,0,0,0,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,2,0,NA,NA,NA
"831","Denzel Dumfries",1704,2,2,0,0,25,11,2,0,906,20,15,21,3.4,3.4,3.2,52,6,516,716,1577.3,48,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Derry Scherhant",40,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,7,160,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","Désiré Doué",403,2,0,0,0,9,4,3,0,223,16,6,6,0.6,0.6,0.3,11,0,127,160,875.3,8,12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","Devid",166,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"835","Devis Epassy",90,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,27,42,64.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","Devyne Rensch",287,0,0,0,0,2,1,1,0,167,14,4,4,0.5,0.5,0,4,0,106,130,317.6,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","Dexter Lembikisa",23,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,10,13,76.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","Diadie Samassékou",34,0,0,0,0,0,0,1,0,23,1,0,0,0,0,0,0,0,17,20,170.3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","Diego Carlos",179,0,0,0,0,4,0,0,0,139,1,1,2,0.3,0.3,0,2,0,101,128,159,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","Diego Coppola",495,0,0,0,0,2,0,3,0,313,12,7,9,0.2,0.2,0,7,0,180,254,437.7,16,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","Diego Costa",412,0,0,0,0,16,5,0,1,88,0,0,2,1.7,1.7,0.2,6,0,34,48,416.6,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","Diego Demme",22,0,0,0,0,0,0,0,0,49,0,0,1,0,0,0,0,0,47,47,300,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","Diego Godín",151,0,0,0,0,1,0,0,0,116,0,1,0,0.1,0.1,0,0,0,87,103,167.6,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","Diego González",327,0,0,0,0,2,0,2,0,171,4,3,3,0.3,0.3,0,0,0,107,136,450.7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","Diego Llorente",630,0,0,0,0,6,0,1,0,491,13,15,5,0.7,0.7,0,6,1,348,419,573.9,19,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","Diego López",90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,22,29,75.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","Diego Moreira",2,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA
"848","Diego Noguerol",10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","Diego Rico",594,0,0,0,0,4,1,1,0,421,14,5,2,0,0,0.6,19,0,266,358,510.3,13,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","Diego Rossi",191,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"851","Diego Simeone",NA,0,0,0,0,0,0,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","Diego Valencia",144,0,0,0,0,1,1,0,0,63,4,1,5,0.1,0.1,0.1,1,0,33,45,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","Dijon Kameri",121,0,0,0,0,2,2,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","Dilivio Hoffman",68,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"855","Dimitri Foulquier",287,0,1,0,0,1,0,2,0,146,4,2,2,0,0,0.5,6,1,85,121,613.9,10,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","Dimitri Liénard",744,0,0,0,0,10,2,2,0,577,19,8,12,0.4,0.4,0.9,23,0,383,506,972.8,33,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Dimitri Payet",544,1,3,1,1,15,2,0,0,370,4,1,3,1.9,1.1,2.8,32,5,228,313,1023.8,36,7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","Dimitris Nikolaou",1149,0,0,0,0,5,0,3,1,757,15,12,17,0.1,0.1,0.5,11,0,535,666,1042.6,39,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","Dino Perić",970,1,0,0,0,1,1,1,0,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Diogo Costa",720,0,1,0,0,0,0,0,0,353,1,0,0,0,0,0.2,2,1,239,336,580.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","Diogo Dalot",1165,0,1,0,0,10,3,5,0,872,27,20,16,0.7,0.7,1.4,29,1,571,743,990.7,30,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","Diogo Gonçalves",74,1,0,0,0,3,3,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
