"","Player","Min","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"1010","Hamari Traoré",1183,4,0,0,16,5,2,25,19,14,0,1,0,68,15,9,NA
"1011","Hamed Junior Traorè",239,0,0,0,2,0,1,11,0,0,0,0,0,16,0,1,NA
"1012","Hamza Sakhi",1194,2,0,0,11,15,5,54,16,21,0,0,0,71,5,2,NA
"1013","Hannes Wolf",53,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,NA
"1014","Hannibal Mejbri",11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA
"1015","Hans Hateboer",1044,6,0,0,13,2,0,17,9,10,0,0,0,37,18,12,NA
"1016","Hans Vanaken",540,1,0,0,6,9,0,1,1,3,0,0,0,28,23,6,471.7
"1017","Haris Belkebla",1087,1,0,0,10,19,0,5,23,21,0,0,0,85,12,12,NA
"1018","Haris Seferović",34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA
"1019","Harrison Reed",1175,5,0,0,14,7,1,20,11,11,0,0,0,62,14,15,NA
"1020","Harry Kane",2097,5,0,0,15,33,5,31,3,5,2,0,0,62,33,45,NA
"1021","Harry Maguire",530,3,0,0,7,1,0,1,7,2,0,0,0,23,16,6,NA
"1022","Harry Souttar",270,0,0,0,0,1,0,0,3,0,0,0,0,13,11,4,216.7
"1023","Harry Toffolo",577,0,0,0,3,4,0,19,6,6,0,1,0,35,10,8,NA
"1024","Harry Wilson",428,0,0,0,4,5,1,16,2,4,1,0,0,23,4,3,NA
"1025","Harvey Barnes",1086,0,0,0,11,14,1,15,2,8,0,0,0,39,11,24,NA
"1026","Harvey Elliott",1214,0,0,0,8,20,1,22,7,8,0,0,0,89,3,12,NA
"1027","Hassan Al-Haydos",206,0,0,0,4,0,1,4,2,1,0,0,0,12,0,2,NA
"1028","Hassan Al Tambakti",180,1,0,0,2,5,0,0,3,2,0,0,0,9,1,1,NA
"1029","Hattan Bahebri",4,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,NA
"1030","Héctor Bellerín",323,0,0,0,4,0,0,8,4,3,0,0,0,17,3,7,NA
"1031","Héctor Herrera",160,1,0,0,4,1,0,4,3,3,0,0,0,7,6,2,146.7
"1032","Héctor Moreno",270,1,0,0,3,3,0,0,1,1,0,1,0,14,5,8,116.7
"1033","Helibelton Palacios",705,3,0,0,14,6,0,5,7,7,0,0,0,34,6,6,NA
"1034","Henning Matriciani",696,0,0,0,7,3,0,3,8,9,0,0,0,42,16,10,NA
"1035","Henrikh Mkhitaryan",1119,2,0,0,12,15,2,15,11,15,0,0,0,80,5,9,NA
"1036","Henrique",130,0,0,0,2,5,0,1,1,1,0,0,0,4,4,1,NA
"1037","Henrique Araújo",9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100
"1038","Henry Martín",146,0,0,0,3,3,2,0,2,1,0,0,0,4,3,2,100
"1039","Heorhii Sudakov",480,0,0,0,3,5,0,1,6,6,0,0,0,22,1,0,NA
"1040","Hernán Galíndez",270,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,NA
"1041","Hianga Mananga Mbock",15,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,NA
"1042","Hicham Boudaoui",362,1,0,0,3,9,0,3,4,6,0,0,0,24,2,5,NA
"1043","Hidemasa Morita",421,2,0,0,7,2,0,1,2,1,0,0,0,23,6,6,NA
"1044","Himad Abdelli",231,0,0,0,3,6,0,0,3,0,0,0,0,17,2,4,NA
"1045","Hiroki Ito",1121,3,0,0,12,6,1,19,16,13,0,0,0,75,12,12,NA
"1046","Hiroki Sakai",73,0,0,0,1,1,0,0,1,3,0,0,0,5,2,2,50
"1047","Hirving Lozano",1209,1,0,0,25,33,6,61,4,6,0,0,0,57,5,17,NA
"1048","Homam Ahmed",262,1,0,0,5,8,0,5,2,2,0,0,0,14,5,2,225
"1049","Hossein Hosseini",161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
"1050","Hossein Kanaanizadegan",45,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,NA
"1051","Houboulang Mendes",498,0,0,0,7,2,0,19,3,6,0,1,0,18,1,0,NA
"1052","Houssem Aouar",343,2,0,0,4,3,0,4,4,3,0,0,0,20,3,1,NA
"1053","Hrvoje Smolčić",233,2,0,0,4,2,0,0,5,3,0,1,0,17,11,4,NA
"1054","Hugo Bueno",451,1,0,0,1,4,0,18,5,7,0,0,0,26,3,4,NA
"1055","Hugo Duro",391,0,0,0,3,9,2,1,0,2,0,0,0,10,4,6,NA
"1056","Hugo Ekitike",280,0,0,0,4,5,1,0,2,2,0,0,0,13,2,5,NA
"1057","Hugo Guillamón",916,4,0,0,22,24,0,21,10,4,0,1,1,58,12,11,NA
"1058","Hugo Lloris",2070,0,0,0,0,2,0,0,1,1,0,0,0,38,5,2,NA
"1059","Hugo Magnetti",590,0,0,0,3,12,0,14,8,14,0,0,0,52,5,6,NA
"1060","Hugo Mallo",873,3,0,0,22,8,2,36,6,8,0,1,0,45,17,10,NA
"1061","Hugo Novoa",187,0,0,0,6,2,4,10,1,2,0,0,0,4,3,4,NA
"1062","Hugo Siquet",17,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,NA
"1063","Hwang Hee-chan",325,0,0,0,5,7,0,2,0,2,0,0,0,12,1,16,NA
"1064","Hwang In-beom",180,0,0,0,5,3,0,4,2,1,0,0,0,16,0,4,0
"1065","Hwang Ui-jo",85,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,10
"1066","Iago",1088,4,1,1,7,11,0,26,9,9,0,0,0,71,6,22,NA
"1067","Iago Aspas",1122,2,0,0,4,31,6,18,4,0,0,0,0,45,9,20,NA
"1068","Ibrahim Amadou",401,2,0,0,4,2,0,1,8,6,0,2,0,24,6,5,NA
"1069","Ibrahim Diakité",131,1,0,0,3,2,0,7,5,3,0,0,0,10,1,2,NA
"1070","Ibrahim Sulemana",144,1,0,0,3,2,1,2,3,4,0,0,0,13,4,5,NA
"1071","Ibrahima Diallo",450,1,0,0,11,6,0,2,2,5,0,0,0,40,8,2,NA
"1072","Ibrahima Konaté",476,1,0,0,6,8,0,0,6,9,0,0,0,31,18,3,NA
"1073","Ibrahima Koné",304,2,0,0,7,4,5,1,1,0,0,0,0,5,22,14,NA
"1074","Ibrahima Sissoko",225,0,0,0,10,2,1,3,0,2,0,0,0,17,4,3,350
"1075","Iddrisu Baba",547,2,0,0,12,10,0,0,4,6,0,0,0,36,7,7,NA
"1076","Idrissa Gana Gueye",1008,5,0,0,18,17,0,16,25,17,0,0,0,101,10,11,NA
"1077","Iglesias",1026,4,0,0,20,11,0,46,8,18,0,0,0,64,5,5,NA
"1078","Ignacio Pussetto",152,1,0,0,7,1,0,5,0,3,0,0,0,4,4,5,NA
"1079","Ignatius Ganago",569,0,0,0,10,11,3,5,0,3,1,0,0,24,20,25,NA
"1080","Igor",721,4,1,1,12,1,0,0,9,5,0,0,0,54,16,5,NA
"1081","Igor Zubeldia",717,3,0,0,16,6,0,2,7,6,0,0,0,29,12,15,NA
"1082","Ike Ugbo",386,0,0,0,3,2,2,0,1,1,0,0,0,5,2,18,NA
"1083","Iker Muniain",788,1,0,0,5,34,0,48,3,4,0,0,0,37,1,7,NA
"1084","Ilaix Moriba",331,3,1,1,11,11,0,0,2,5,0,0,0,19,6,3,NA
"1085","Ilia Gruev",713,1,0,0,19,4,0,6,10,10,0,0,0,58,6,5,NA
"1086","Ilija Nestorovski",93,1,0,0,1,1,2,0,0,0,0,0,0,3,1,3,NA
"1087","Iliman Ndiaye",90,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,NA
"1088","İlkay Gündoğan",1438,1,0,0,10,11,4,17,12,10,0,0,0,89,17,9,NA
"1089","Illan Meslier",1260,0,0,0,0,2,0,0,1,0,0,0,0,12,2,0,NA
"1090","Ilyes Cheti",58,0,0,0,1,1,0,2,0,0,0,0,0,6,0,0,NA
"1091","Iñaki Peña",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"1092","Iñaki Williams",1320,1,0,0,15,17,16,23,2,7,0,0,0,35,12,19,NA
"1093","Íñigo Eguaras",495,2,0,0,3,3,0,2,4,6,0,0,0,38,2,1,NA
"1094","Iñigo Lekue",947,1,0,0,10,3,1,27,12,9,0,0,0,88,12,6,NA
"1095","Iñigo Martínez",810,1,0,0,8,9,2,2,14,3,0,0,0,57,16,8,633.4
"1096","Iñigo Ruiz de Galarreta",854,5,0,0,21,16,0,12,11,17,0,0,0,59,3,6,NA
"1097","Ionuț Radu",810,0,0,0,0,1,0,0,0,0,0,0,0,11,3,1,NA
"1098","Irvin Cardona",233,0,0,0,5,2,5,1,2,0,0,0,0,7,3,5,NA
"1099","Isaac Carcelen",452,0,2,0,7,3,0,8,5,14,0,1,0,26,3,8,NA
"1100","Isaac Palazón Camacho",986,1,0,0,12,33,3,65,4,14,0,0,0,62,8,27,NA
"1101","Isaac Success",760,2,0,0,18,33,7,4,2,2,0,0,0,19,20,23,NA
"1102","Isak Hien",881,5,0,0,19,3,0,1,15,12,0,0,0,66,30,14,NA
"1103","Ísak Jóhannesson",290,0,0,0,2,2,0,14,2,0,0,0,0,13,3,6,NA
"1104","Isco",1198,5,0,0,14,48,6,22,15,12,0,0,0,73,10,20,NA
"1105","Islam Slimani",831,4,0,0,15,10,7,7,1,2,0,0,0,16,20,20,584.8
"1106","Ismaël Bennacer",1472,2,0,0,24,17,1,36,18,28,0,0,0,166,18,24,NA
"1107","Ismael Diallo",926,3,0,0,18,12,0,16,8,9,0,0,0,64,9,5,NA
"1108","Ismaël Doukouré",409,1,0,0,9,5,0,0,3,1,0,0,0,22,5,6,NA
"1109","Ismaël Koné",109,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,NA
"1110","Ismaëlben Boura",68,0,0,0,0,3,0,3,2,1,0,0,0,6,0,1,NA
"1111","Ismail Jakobs",535,2,0,0,5,8,0,27,4,2,0,0,0,24,14,16,NA
"1112","Ismail Mohamad",174,1,0,0,1,6,1,8,2,2,NA,NA,0,NA,NA,NA,NA
"1113","Ismaila Sarr",254,0,0,0,3,13,3,7,2,2,1,0,0,13,6,6,NA
"1114","Ismaily",965,0,0,0,5,9,1,11,12,8,1,0,0,58,19,12,NA
"1115","Issa Diop",598,1,0,0,2,2,0,0,3,6,0,0,0,29,14,8,NA
"1116","Issa Kaboré",479,0,0,0,9,11,1,26,3,11,0,0,0,28,0,4,NA
"1117","Issam Jebali",182,0,0,0,10,2,1,2,0,3,0,0,0,8,2,15,28.6
"1118","Issiaga Sylla",1049,2,0,0,17,13,0,35,25,14,0,0,0,91,10,5,NA
"1119","Iván Alejo",657,5,0,0,23,20,1,44,2,15,0,0,0,34,14,9,NA
"1120","Iván Balliu",1260,2,0,0,17,13,3,55,13,11,0,0,1,52,11,9,NA
"1121","Iván Fresneda",468,0,0,0,3,3,0,17,8,10,0,0,0,26,3,4,NA
"1122","Ivan Ilić",646,1,0,0,8,8,0,39,6,6,0,0,0,60,7,9,400
"1123","Iván Marcano",90,0,0,0,1,0,0,0,1,0,0,0,1,4,1,0,100
"1124","Iván Martín",103,0,0,0,1,1,0,1,0,1,0,0,0,3,0,1,NA
"1125","Ivan Ordets",1036,2,0,0,13,8,0,0,20,12,0,0,0,62,55,31,959.4
"1126","Ivan Perišić",1527,2,0,0,19,1,6,139,16,15,0,0,0,78,19,22,NA
"1127","Ivan Petryak",180,0,0,0,2,1,1,4,0,2,0,0,0,5,0,6,NA
"1128","Ivan Provedel",1343,0,0,0,0,1,0,0,0,0,0,0,0,25,2,0,NA
"1129","Ivan Radovanović",561,1,1,0,3,6,0,0,7,3,0,0,0,39,7,6,NA
"1130","Ivan Rakitić",943,1,1,0,8,16,1,13,13,11,0,0,0,64,10,11,NA
"1131","Iván Romero",11,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100
"1132","Iván Sánchez",555,0,0,0,6,17,1,17,1,5,0,0,0,27,0,3,NA
"1133","Ivan Šunjić",843,4,0,0,13,7,1,1,11,15,0,0,0,57,6,11,NA
"1134","Ivan Toney",1260,5,0,0,23,25,13,12,5,9,2,0,0,33,43,51,655.9
"1135","Ivo Grbić",298,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,NA
"1136","Iyenoma Udogie",960,4,0,0,19,16,3,5,13,17,0,1,0,62,6,5,NA
"1137","Jacek Góralski",142,0,0,0,1,4,0,0,3,2,0,0,0,6,0,2,NA
"1138","Jack Colback",147,0,0,0,2,2,0,1,1,5,0,0,0,6,1,2,NA
"1139","Jack Grealish",945,0,0,0,9,34,1,23,6,2,0,0,0,56,9,2,NA
"1140","Jack Harrison",937,2,0,0,14,16,1,66,4,7,0,0,0,64,3,18,NA
"1141","Jack Hendry",188,1,0,0,2,1,0,1,1,0,0,0,0,11,8,3,NA
"1142","Jack Stacey",134,1,0,0,2,0,1,5,2,4,0,0,0,5,1,0,NA
"1143","Jack Stephens",139,0,0,0,2,0,0,0,1,3,0,0,0,5,1,2,NA
"1144","Jackson Irvine",264,1,0,0,6,2,0,1,3,2,0,0,0,10,7,6,175
"1145","Jackson Porozo",1054,2,0,0,17,13,2,3,23,11,0,0,0,41,30,15,NA
"1146","Jacob Bruun Larsen",294,0,0,0,1,1,4,4,1,2,0,0,0,6,2,4,NA
"1147","Jacob Murphy",489,0,0,0,7,2,0,18,1,3,0,0,0,21,1,3,NA
"1148","Jacob Ramsey",1021,4,0,0,14,22,1,7,13,19,0,0,1,60,5,14,NA
"1149","Jacopo Fazzini",140,2,0,0,4,1,0,2,2,8,0,0,0,7,0,6,NA
"1150","Jacopo Sala",112,1,0,0,3,3,0,4,1,0,0,0,0,5,1,0,NA
"1151","Jacopo Segre",21,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50
"1152","Jadon Sancho",714,0,0,0,3,5,3,7,4,2,0,0,0,38,2,8,NA
"1153","Jaidon Anthony",272,0,0,0,1,3,1,5,0,3,0,0,0,18,4,4,NA
"1154","Jaime Báez",96,0,0,0,1,1,1,9,0,2,0,0,0,5,1,0,NA
"1155","Jaime Mata",42,1,0,0,5,1,0,0,0,0,0,0,0,2,1,0,NA
"1156","Jaime Seoane",273,0,0,0,4,3,0,1,1,4,0,0,0,10,1,1,NA
"1157","Jaïro Riedewald",41,0,0,0,1,0,0,0,0,1,0,0,0,4,1,1,NA
"1158","Jaka Bijol",939,3,0,0,6,2,0,0,11,9,0,0,0,46,37,18,NA
"1159","Jakub Kamiński",960,0,0,0,10,4,1,19,3,12,0,0,0,33,2,10,NA
"1160","Jakub Kiwior",1558,3,0,0,14,4,0,14,26,14,0,0,0,90,23,12,NA
"1161","Jamaal Lascelles",107,1,0,0,4,2,0,0,0,0,0,0,0,0,4,1,NA
"1162","Jamal Lewis",8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA
"1163","Jamal Lowe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1164","Jamal Musiala",1384,0,0,0,9,27,1,6,11,10,0,0,0,80,7,11,NA
"1165","James Forrest",90,0,0,0,0,0,0,10,1,1,0,0,0,3,0,4,NA
"1166","James Garner",142,1,0,0,4,0,1,6,4,5,0,0,0,13,2,1,NA
"1167","James Justin",1252,0,0,0,8,29,2,21,15,18,1,0,0,63,23,32,582.9
"1168","James Maddison",1098,5,0,0,15,29,2,55,9,10,0,0,0,37,2,6,NA
"1169","James McCarthy",9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA
"1170","James Milner",621,1,0,0,12,10,0,33,8,10,0,1,0,40,9,10,NA
"1171","James Sands",324,2,1,1,8,2,0,0,4,3,0,1,0,13,6,1,366.7
"1172","James Tarkowski",1350,2,0,0,14,7,0,0,24,9,0,0,0,65,45,17,1049.8
"1173","James Tavernier",486,1,0,0,5,1,0,22,6,5,0,0,0,32,7,8,NA
"1174","James Tomkins",48,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,100
"1175","James Ward-Prowse",1350,2,0,0,11,8,0,117,20,13,0,0,0,88,19,20,NA
"1176","Jamie Bynoe-Gittens",161,0,0,0,3,7,0,1,0,0,0,0,0,5,1,2,NA
"1177","Jamie Leweling",117,1,0,0,4,4,0,4,1,3,0,0,0,10,1,4,NA
"1178","Jamie Maclaren",36,0,0,0,1,0,0,1,1,0,0,0,0,1,1,3,33.3
"1179","Jamie Vardy",751,1,0,0,8,1,9,1,1,2,0,0,0,20,12,24,NA
"1180","Jan Bednarek",250,0,0,0,0,1,0,0,5,4,0,0,0,16,2,4,NA
"1181","Jan Jakob Olschowsky",180,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,NA
"1182","Jan Kliment",45,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,100
"1183","Jan Kopic",81,0,0,0,0,1,0,2,1,1,0,0,0,5,0,2,NA
"1184","Jan Oblak",1502,1,0,0,0,3,0,0,0,0,0,0,0,16,1,0,NA
"1185","Jan Paul van Hecke",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"1186","Jan Sýkora",148,1,0,0,3,2,1,1,3,0,0,0,0,5,0,1,NA
"1187","Jan Thielmann",489,2,0,0,4,11,4,15,3,7,1,0,0,19,5,12,NA
"1188","Jan Vertonghen",270,0,0,0,0,6,0,0,5,0,0,0,0,15,11,5,208.4
"1189","Janik Haberer",848,0,0,0,14,12,1,8,4,6,0,0,0,46,14,24,NA
"1190","Janis Antiste",52,0,0,0,4,0,0,0,0,0,0,0,0,4,2,1,150
"1191","Janis Blaswich",1068,0,0,0,0,1,0,0,0,0,0,0,0,16,5,0,NA
"1192","Jannes Horn",59,1,0,0,1,0,0,0,3,1,0,1,0,2,0,0,NA
"1193","Japhet Tanganga",18,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,100
"1194","Jarrod Bowen",1340,0,0,0,6,28,6,59,11,10,1,0,0,60,11,26,NA
"1195","Jason Berthomier",23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,NA
"1196","Jason Cummings",35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1197","Jaume Costa",964,4,0,0,13,17,1,28,4,11,0,0,0,49,10,10,NA
"1198","Javi",365,1,0,0,2,8,0,7,2,3,0,0,0,22,4,1,NA
"1199","Javi Galán",1255,2,0,0,20,31,4,57,8,29,0,0,0,86,10,9,NA
"1200","Javi Puado",749,0,0,0,4,11,2,5,3,2,0,0,0,51,2,11,NA
"1201","Javi Sánchez",1003,4,0,0,13,3,0,2,18,8,0,0,0,46,19,15,NA
"1202","Javier Llabrés",17,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0
"1203","Javier Manquillo",11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"1204","Javier Pastore",5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA
"1205","Jawad El Yamiq",465,0,1,0,3,2,0,0,13,3,0,0,0,33,11,5,NA
"1206","Jay Stansfield",87,0,0,0,1,1,0,3,1,0,0,0,0,7,0,1,NA
"1207","Jean-Charles Castelletto",1109,1,0,0,7,12,0,7,29,13,0,1,0,80,37,16,NA
"1208","Jean-Clair Todibo",NA,4,2,1,12,6,1,1,9,15,0,1,0,89,12,13,NA
"1209","Jean-Claude Billong",23,0,0,0,0,0,0,1,1,0,0,0,0,3,2,2,50
"1210","Jean-Daniel Akpa-Akpro",204,2,1,0,6,3,0,2,2,7,0,0,0,9,4,2,NA
"1211","Jean-Eudes Aholou",590,2,0,0,9,16,1,2,12,8,0,0,0,34,9,9,NA
"1212","Jean-Kevin Duverne",1107,1,0,0,20,5,1,36,8,17,1,0,0,61,16,9,NA
"1213","Jean-Paul Boëtius",574,2,0,0,5,16,0,3,6,8,0,0,0,41,3,10,NA
"1214","Jean-Philippe Mateta",283,2,0,0,7,2,1,1,1,1,0,0,0,9,10,10,NA
"1215","Jean-Ricner Bellegarde",1297,3,0,0,15,38,0,82,18,11,0,1,0,98,8,20,NA
"1216","Jean-Victor Makengo",638,2,0,0,9,13,0,5,8,9,0,0,0,31,4,1,NA
"1217","Jean Lucas",291,0,0,0,4,4,1,1,4,5,0,0,0,23,1,7,NA
"1218","Jean Onana",148,1,0,0,1,5,1,2,2,1,0,0,0,10,1,2,NA
"1219","Jeff Reine-Adélaïde",313,1,0,0,6,3,0,13,6,4,0,0,0,28,3,3,NA
"1220","Jefferson Lerma",1350,3,0,0,15,20,1,1,13,12,0,2,1,101,27,16,NA
"1221","Jeffrey Gouweleeuw",1196,7,0,0,12,3,1,0,25,15,0,0,0,81,37,27,801.4
"1222","Jeffrey Schlupp",1094,3,0,0,24,12,0,7,12,23,0,0,0,67,9,15,NA
"1223","Jeison Murillo",636,2,0,0,8,13,0,1,5,8,0,0,1,44,24,15,526.8
"1224","Jens Cajuste",525,5,1,1,16,12,0,1,9,15,0,0,0,35,3,9,NA
"1225","Jens Stage",562,0,0,0,4,8,0,3,11,5,0,0,0,29,9,10,NA
"1226","Jeong Woo-yeong",513,1,0,0,10,5,1,9,1,2,1,0,0,19,3,11,NA
"1227","Jerdy Schouten",853,1,0,0,9,13,1,1,12,8,0,0,1,68,7,9,NA
"1228","Jere Uronen",221,0,0,0,3,5,0,11,6,5,0,0,0,12,1,3,NA
"1229","Jeremías Ledesma",1260,0,0,0,1,1,0,0,2,0,0,1,0,12,0,0,NA
"1230","Jérémie Bela",566,0,0,0,6,11,0,23,6,4,0,0,0,21,2,0,NA
"1231","Jeremie Boga",80,0,0,0,0,1,0,3,0,0,0,0,0,5,2,1,NA
"1232","Jeremie Frimpong",1549,3,1,1,13,35,4,40,14,16,0,0,0,69,12,19,NA
"1233","Jeremy Doku",189,0,0,0,4,7,0,6,2,4,0,0,0,15,2,2,NA
"1234","Jérémy Le Douaron",521,1,0,0,12,8,2,4,1,2,0,0,0,8,17,29,NA
"1235","Jeremy Sarmiento",93,0,0,0,3,2,1,5,1,1,0,0,0,7,2,2,NA
"1236","Jeremy Toljan",1319,1,0,0,3,7,0,12,11,15,0,0,0,68,1,6,NA
"1237","Jeroen Zoet",138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"1238","Jérôme Boateng",291,0,0,0,1,0,0,1,4,0,0,0,0,9,5,0,400
"1239","Jérôme Roussillon",22,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,NA
"1240","Jerry St. Juste",189,1,0,0,4,5,0,0,7,5,0,0,0,8,3,2,NA
"1241","Jesper Lindstrøm",1550,1,0,0,17,23,2,34,9,5,1,0,0,79,6,19,NA
"1242","Jesse Lingard",809,1,0,0,8,7,2,3,4,3,0,0,0,36,1,2,NA
"1243","Jesús Corona",62,0,0,0,1,3,0,2,0,0,0,0,0,2,0,1,0
"1244","Jesús Gallardo",270,0,0,0,4,1,0,9,1,5,0,0,0,14,1,0,NA
"1245","Jesús Navas",850,3,0,0,1,17,3,50,8,5,0,0,1,44,7,6,NA
"1246","Jesús Vallejo",18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"1247","Jesus Vazquez",148,1,0,0,3,0,0,5,0,4,0,0,0,9,0,1,NA
"1248","Jewison Bennette",86,0,0,0,0,2,2,2,0,0,0,0,0,2,0,1,NA
"1249","Jhegson Méndez",180,2,0,0,3,2,0,2,1,2,0,0,0,16,2,2,66.7
"1250","Jhon Lucumí",1010,3,0,0,9,8,0,1,12,16,0,1,0,61,18,10,NA
"1251","Jhon Mosquera",431,3,0,0,7,8,0,10,4,6,0,0,0,26,22,16,283.4
"1252","Jim Allevinah",545,1,0,0,8,21,1,11,1,5,0,0,0,25,2,6,NA
"1253","Jimmy Cabot",511,2,0,0,14,0,1,50,4,12,0,0,0,50,3,3,NA
"1254","Jindřich Staněk",450,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,NA
"1255","Jiří Pavlenka",1288,0,0,0,0,2,0,0,2,0,0,0,0,15,2,0,NA
"1256","Joachim Andersen",1440,2,0,0,17,14,0,5,13,7,0,0,0,93,43,19,NA
"1257","Joakim Mæhle",1054,2,0,0,9,11,2,16,11,13,0,0,0,65,3,13,NA
"1258","Joan Gonzàlez",1063,4,0,0,22,25,1,13,8,10,0,0,1,59,19,30,NA
"1259","Joan Jordán",944,3,0,0,20,9,0,2,9,9,0,0,0,66,6,5,NA
"1260","João Cancelo",1672,4,1,0,16,19,6,69,20,29,0,2,0,113,34,12,NA
"1261","João Félix",898,6,0,0,22,34,4,15,3,6,0,0,0,24,10,8,NA
"1262","João Mário",524,2,0,0,5,4,1,16,2,4,0,0,0,46,4,5,NA
"1263","João Mário Lopes",181,3,0,0,3,3,0,7,2,3,0,1,0,11,1,0,NA
"1264","João Moutinho",997,2,0,0,16,8,1,25,11,16,0,0,0,57,4,13,NA
"1265","João Palhinha",1263,5,0,0,16,18,0,2,14,39,0,0,0,74,28,15,NA
"1266","Joaquín",160,0,0,0,0,5,0,11,1,1,0,0,0,8,0,2,NA
"1267","Joaquín Blázquez",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1268","Joaquín Correa",581,1,0,0,6,10,3,1,0,4,0,0,0,20,5,10,NA
"1269","Joaquín Fernández",955,2,0,0,7,5,2,0,12,13,0,0,0,36,23,14,NA
"1270","Joaquin Sosa",160,2,0,0,5,3,0,0,1,1,0,1,0,9,1,3,NA
"1271","Jodel Dossou",255,0,0,0,3,3,3,10,1,4,0,0,0,7,1,4,NA
"1272","Joe Allen",94,0,0,0,0,2,0,0,1,1,0,0,0,9,0,1,NA
"1273","Joe Aribo",944,1,0,0,7,10,0,6,5,19,0,0,0,58,23,31,NA
"1274","Joe Bryan",166,2,0,0,3,3,1,3,1,4,0,0,0,16,0,5,NA
"1275","Joe Gelhardt",169,1,0,0,6,5,0,1,0,1,0,0,0,8,5,9,NA
"1276","Joe Gomez",1113,3,0,0,13,4,0,4,17,17,0,1,0,109,39,24,NA
"1277","Joe Hart",540,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,NA
"1278","Joe Morrell",33,0,0,0,1,1,0,0,1,2,0,0,0,4,0,1,NA
"1279","Joe Rodon",1078,3,1,0,10,6,0,0,9,6,0,0,0,55,30,25,NA
"1280","Joe Rothwell",17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA
"1281","Joe Scally",1300,1,0,0,7,33,1,19,4,14,0,0,0,50,8,4,NA
"1282","Joe Willock",1114,0,0,0,16,9,3,30,12,17,0,0,0,58,7,10,NA
"1283","Joe Worrall",717,4,0,0,13,2,0,1,10,9,0,1,0,45,14,5,NA
"1284","Joel Campbell",179,1,0,0,2,8,3,3,0,4,0,0,0,7,2,4,66.7
"1285","Joël Matip",484,1,0,0,1,4,0,0,6,7,0,0,0,30,12,6,NA
"1286","Joel Pohjanpalo",4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"1287","Joël Veltman",947,1,0,0,13,10,0,7,11,14,0,1,0,49,8,11,NA
"1288","Joel Ward",1021,4,0,0,17,5,0,12,11,15,0,0,0,51,23,13,810
"1289","Joelinton",1060,5,0,0,22,12,1,10,16,21,0,0,0,76,23,26,NA
"1290","Johan Gastien",1213,4,0,0,6,14,0,28,17,16,0,0,0,121,5,5,NA
"1291","Johan Mojica",456,2,0,0,4,5,0,30,6,4,0,1,0,40,5,2,NA
"1292","Johan Vásquez",358,3,0,0,10,3,0,1,6,6,0,0,0,22,7,10,NA
"1293","Johann Lepenant",830,1,0,0,12,8,0,3,13,15,0,0,0,80,10,12,NA
"1294","John Donald",150,0,1,0,2,1,0,0,5,0,0,0,0,4,2,2,NA
"1295","John Lundstram",450,3,0,0,9,4,0,2,9,3,0,0,0,41,4,4,NA
