"","Player","Min","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes"
"1028","Helibelton Palacios",705,274,223,51,7,0,0,5,44,0,0,0,0,216,0,7
"1029","Henning Matriciani",696,292,248,44,12,0,1,3,32,0,0,0,0,211,0,8
"1030","Henrikh Mkhitaryan",1029,484,474,8,2,2,3,14,4,2,1,1,0,409,2,11
"1031","Henrique",130,84,65,19,4,0,0,1,15,0,0,0,0,72,0,1
"1032","Henrique Araújo",9,8,8,0,0,0,0,2,0,0,0,0,0,5,0,0
"1033","Henry Martín",70,11,9,1,0,0,0,0,0,0,0,0,0,7,1,0
"1034","Heorhii Sudakov",480,315,305,9,5,6,0,1,1,0,0,0,0,277,1,2
"1035","Hernán Galíndez",270,74,46,28,7,0,0,0,0,0,0,0,0,44,0,0
"1036","Hianga Mananga Mbock",15,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0
"1037","Hicham Boudaoui",362,191,189,1,0,0,0,3,1,0,0,0,0,163,1,3
"1038","Hidemasa Morita",421,216,210,6,4,1,3,1,2,0,0,0,0,176,0,5
"1039","Himad Abdelli",231,142,140,2,1,0,0,0,1,0,0,0,0,112,0,3
"1040","Hiroki Ito",1121,838,764,72,32,0,20,19,40,0,0,0,0,677,2,13
"1041","Hiroki Sakai",73,27,20,6,1,0,0,0,5,0,0,0,0,15,1,1
"1042","Hirving Lozano",1119,347,339,5,1,0,1,49,2,2,0,1,0,235,3,18
"1043","Homam Ahmed",262,105,81,23,1,0,2,5,22,0,0,0,0,77,1,6
"1044","Hossein Hosseini",161,47,30,15,4,0,0,0,0,0,0,0,0,23,2,0
"1045","Hossein Kanaanizadegan",45,11,10,1,0,0,0,0,1,0,0,0,0,8,0,0
"1046","Houboulang Mendes",498,186,134,51,2,0,0,19,49,0,0,0,0,129,1,5
"1047","Houssem Aouar",343,246,240,6,3,1,3,4,1,2,0,0,0,196,0,6
"1048","Hrvoje Smolčić",233,140,132,8,6,0,1,0,2,0,0,0,0,105,0,3
"1049","Hugo Bueno",451,195,155,39,1,0,0,18,33,5,0,5,0,163,1,3
"1050","Hugo Duro",391,101,89,12,2,0,0,1,1,0,0,0,0,76,0,3
"1051","Hugo Ekitike",280,99,96,3,0,0,1,0,0,0,0,0,0,86,0,0
"1052","Hugo Guillamón",916,634,575,54,40,3,14,21,1,12,2,10,0,527,5,7
"1053","Hugo Lloris",2070,678,480,196,16,0,0,0,0,0,0,0,0,545,2,1
"1054","Hugo Magnetti",590,309,288,20,13,0,10,14,2,1,0,1,0,251,1,8
"1055","Hugo Mallo",873,590,487,100,12,0,2,36,88,0,0,0,0,451,3,16
"1056","Hugo Novoa",187,112,91,21,2,0,1,10,19,0,0,0,0,80,0,7
"1057","Hugo Siquet",17,7,5,2,0,0,0,0,2,0,0,0,0,5,0,0
"1058","Hwang Hee-chan",325,70,67,3,0,0,0,2,2,0,0,0,0,51,0,2
"1059","Hwang In-beom",180,155,152,3,3,0,3,4,0,0,0,0,0,123,0,1
"1060","Hwang Ui-jo",85,9,8,1,0,0,0,0,0,0,0,0,0,7,0,0
"1061","Iago",1088,495,357,135,4,1,1,26,130,1,1,0,0,303,3,15
"1062","Iago Aspas",1122,471,435,33,11,3,4,18,5,6,1,2,0,362,3,8
"1063","Ibrahim Amadou",401,175,171,4,4,0,0,1,0,0,0,0,0,152,0,3
"1064","Ibrahim Diakité",131,68,48,20,1,0,0,7,19,0,0,0,0,48,0,2
"1065","Ibrahim Sulemana",144,54,54,0,0,0,1,2,0,0,0,0,0,40,0,3
"1066","Ibrahima Diallo",450,193,189,4,4,0,1,2,0,0,0,0,0,153,0,5
"1067","Ibrahima Konaté",476,374,358,15,12,0,1,0,3,0,0,0,0,317,1,1
"1068","Ibrahima Koné",304,73,71,2,0,0,0,1,1,0,0,0,0,43,0,2
"1069","Ibrahima Sissoko",225,101,99,2,1,0,0,3,1,0,0,0,0,77,0,5
"1070","Iddrisu Baba",547,197,193,3,3,0,1,0,0,0,0,0,0,167,1,3
"1071","Idrissa Gana Gueye",1008,558,527,26,13,0,2,16,2,7,4,2,0,468,5,11
"1072","Iglesias",1026,474,350,123,4,0,3,46,119,0,0,0,0,295,1,15
"1073","Ignacio Pussetto",152,56,55,1,1,0,1,5,0,0,0,0,0,34,0,4
"1074","Ignatius Ganago",569,113,102,11,0,0,1,5,0,0,0,0,0,79,0,4
"1075","Igor",721,527,512,14,12,0,7,0,2,0,0,0,0,477,1,2
"1076","Igor Zubeldia",717,424,399,25,10,0,1,2,15,0,0,0,0,369,0,6
"1077","Ike Ugbo",386,44,38,6,0,0,0,0,0,0,0,0,0,32,0,1
"1078","Iker Muniain",788,529,457,69,29,2,1,48,4,31,3,21,0,431,3,5
"1079","Ilaix Moriba",331,128,128,0,0,2,1,0,0,0,0,0,0,105,0,1
"1080","Ilia Gruev",713,348,327,21,12,1,3,6,0,2,0,2,0,303,0,4
"1081","Ilija Nestorovski",93,29,29,0,0,2,0,0,0,0,0,0,0,21,0,1
"1082","Iliman Ndiaye",90,24,23,1,0,0,0,2,1,0,0,0,0,18,0,0
"1083","İlkay Gündoğan",1348,1000,967,32,16,7,5,17,1,15,6,3,1,884,1,16
"1084","Illan Meslier",1260,423,294,128,31,0,0,0,0,0,0,0,0,263,1,1
"1085","Ilyes Cheti",58,48,43,5,0,0,0,2,5,0,0,0,0,42,0,1
"1086","Iñaki Peña",90,39,29,10,2,0,0,0,0,0,0,0,0,37,0,0
"1087","Iñaki Williams",1320,312,289,20,0,1,4,23,4,0,0,0,0,206,3,13
"1088","Íñigo Eguaras",495,291,280,8,4,3,1,2,1,2,0,0,0,244,3,2
"1089","Iñigo Lekue",947,604,507,95,12,0,3,27,82,1,0,0,0,474,2,11
"1090","Iñigo Martínez",810,507,473,32,26,0,21,2,1,0,0,0,0,431,2,3
"1091","Iñigo Ruiz de Galarreta",854,415,399,14,13,1,10,12,0,1,0,1,0,347,2,6
"1092","Ionuț Radu",810,336,248,84,17,0,0,0,0,0,0,0,0,221,4,0
"1093","Irvin Cardona",233,58,53,5,0,1,0,1,1,0,0,0,0,34,0,3
"1094","Isaac Carcelen",452,191,151,40,2,0,0,8,36,2,1,1,0,158,0,2
"1095","Isaac Palazón Camacho",986,489,414,71,23,2,5,65,5,43,21,13,0,369,4,5
"1096","Isaac Success",760,255,248,2,0,1,4,4,0,0,0,0,0,159,5,9
"1097","Isak Hien",881,397,362,33,11,0,2,1,22,0,0,0,0,295,2,9
"1098","Ísak Jóhannesson",200,56,44,12,3,2,2,12,0,9,7,1,0,34,0,3
"1099","Isco",1198,615,556,54,32,4,7,22,2,15,2,10,0,514,5,10
"1100","Islam Slimani",831,313,295,18,1,4,1,7,1,0,0,0,0,225,0,8
"1101","Ismaël Bennacer",1401,994,921,71,43,4,9,35,3,23,5,17,0,858,2,15
"1102","Ismael Diallo",926,442,361,79,2,2,1,16,77,0,0,0,0,334,2,14
"1103","Ismaël Doukouré",409,196,181,15,13,1,4,0,2,0,0,0,0,170,0,3
"1104","Ismaël Koné",78,73,71,2,2,0,2,0,0,0,0,0,0,70,0,1
"1105","Ismaëlben Boura",68,42,36,6,0,0,0,3,6,0,0,0,0,32,0,1
"1106","Ismail Jakobs",535,336,267,65,14,0,0,27,46,5,3,2,0,238,4,3
"1107","Ismail Mohamad",174,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"1108","Ismaila Sarr",254,59,56,3,0,0,0,7,3,0,0,0,0,35,0,2
"1109","Ismaily",965,649,545,102,12,1,1,11,90,0,0,0,0,516,2,23
"1110","Issa Diop",598,442,428,14,12,0,5,0,0,0,0,0,0,392,0,2
"1111","Issa Kaboré",479,245,202,43,1,0,1,26,42,0,0,0,0,182,0,14
"1112","Issam Jebali",182,35,30,4,0,0,0,2,1,0,0,0,0,25,1,2
"1113","Issiaga Sylla",1049,659,536,120,10,0,1,35,110,0,0,0,0,507,3,25
"1114","Iván Alejo",657,179,170,8,1,0,0,44,7,0,0,0,0,102,1,12
"1115","Iván Balliu",1260,816,648,161,17,0,2,55,144,0,0,0,0,637,7,13
"1116","Iván Fresneda",468,279,231,47,4,1,0,17,43,0,0,0,0,221,1,8
"1117","Ivan Ilić",646,308,253,54,10,0,2,39,1,33,11,18,0,214,1,9
"1118","Iván Marcano",90,64,60,4,0,1,0,0,0,0,0,0,0,56,0,0
"1119","Iván Martín",103,30,29,1,0,0,0,1,0,0,0,0,0,23,0,2
"1120","Ivan Ordets",1036,438,423,14,7,1,3,0,3,0,0,0,0,323,1,1
"1121","Ivan Perišić",1437,754,601,150,12,1,9,135,95,43,38,1,0,510,3,28
"1122","Ivan Petryak",180,44,43,0,0,1,0,4,0,0,0,0,0,31,1,4
"1123","Ivan Provedel",1343,565,424,138,43,0,4,0,0,0,0,0,0,439,3,0
"1124","Ivan Radovanović",561,228,218,9,9,2,2,0,0,0,0,0,0,188,1,1
"1125","Ivan Rakitić",943,659,626,32,20,2,15,13,9,2,0,2,0,546,1,14
"1126","Iván Romero",11,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"1127","Iván Sánchez",555,255,251,3,1,0,6,17,0,2,1,0,0,206,1,8
"1128","Ivan Šunjić",843,314,303,11,4,2,3,1,0,0,0,0,0,239,0,10
"1129","Ivan Toney",1260,327,312,14,2,3,1,12,2,1,0,0,0,204,1,9
"1130","Ivo Grbić",298,117,71,46,14,0,0,0,0,0,0,0,0,61,0,0
"1131","Iyenoma Udogie",960,408,335,72,7,1,1,5,64,1,0,0,0,339,1,7
"1132","Jacek Góralski",142,37,33,4,4,0,1,0,0,0,0,0,0,29,0,1
"1133","Jack Colback",147,42,40,2,2,0,0,1,0,0,0,0,0,36,0,0
"1134","Jack Grealish",855,515,488,24,4,0,3,23,5,15,12,0,0,438,3,18
"1135","Jack Harrison",937,419,359,58,14,2,3,66,13,30,11,12,2,267,2,20
"1136","Jack Hendry",188,119,104,15,7,0,0,1,5,0,0,0,0,105,0,0
"1137","Jack Stacey",134,54,43,10,0,0,0,5,10,0,0,0,0,33,1,4
"1138","Jack Stephens",139,52,48,4,2,0,0,0,2,0,0,0,0,46,0,0
"1139","Jackson Irvine",264,90,87,3,2,0,1,1,0,0,0,0,0,75,0,2
"1140","Jackson Porozo",1054,416,399,17,13,1,1,3,4,0,0,0,0,342,0,5
"1141","Jacob Bruun Larsen",294,77,70,6,1,0,0,4,0,0,0,0,0,56,1,3
"1142","Jacob Murphy",489,164,156,7,0,4,0,18,3,3,1,0,0,101,1,13
"1143","Jacob Ramsey",1021,413,408,1,1,0,0,7,0,0,0,0,0,340,4,9
"1144","Jacopo Fazzini",140,50,47,3,1,0,0,2,1,1,0,1,0,42,0,0
"1145","Jacopo Sala",112,46,40,6,4,0,0,4,1,0,0,0,0,36,0,5
"1146","Jacopo Segre",21,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
"1147","Jadon Sancho",714,298,292,6,0,1,0,7,6,0,0,0,0,243,0,11
"1148","Jaidon Anthony",272,96,87,9,2,2,3,5,5,2,2,0,0,65,0,4
"1149","Jaime Báez",96,48,44,4,2,0,0,9,0,2,0,1,0,32,0,2
"1150","Jaime Mata",42,15,14,1,0,0,0,0,0,0,0,0,0,11,0,1
"1151","Jaime Seoane",273,72,71,1,1,1,2,1,0,0,0,0,0,58,0,0
"1152","Jaïro Riedewald",41,35,28,7,2,0,0,0,4,1,0,0,0,26,0,1
"1153","Jaka Bijol",939,434,422,9,9,1,1,0,0,0,0,0,0,368,3,4
"1154","Jakub Kamiński",915,246,238,8,0,0,1,19,8,0,0,0,0,167,0,19
"1155","Jakub Kiwior",1468,792,704,85,30,1,4,14,12,9,6,3,0,666,3,5
"1156","Jamaal Lascelles",107,26,26,0,0,0,0,0,0,0,0,0,0,21,0,0
"1157","Jamal Lewis",8,12,12,0,0,0,0,0,0,0,0,0,0,10,0,1
"1158","Jamal Lowe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159","Jamal Musiala",1384,606,593,9,0,1,2,6,4,1,1,0,0,510,4,11
"1160","James Forrest",90,55,55,0,0,0,0,10,0,0,0,0,0,38,0,0
"1161","James Garner",142,79,74,5,0,0,1,6,0,5,4,1,0,59,0,2
"1162","James Justin",1252,819,687,130,16,0,4,21,114,0,0,0,0,667,2,19
"1163","James Maddison",1098,577,509,66,28,2,4,55,1,35,19,11,2,449,2,12
"1164","James McCarthy",9,10,10,0,0,0,0,0,0,0,0,0,0,8,0,1
"1165","James Milner",621,447,386,60,15,2,3,33,36,8,2,6,0,344,1,16
"1166","James Sands",324,189,184,4,3,0,3,0,0,0,0,0,0,159,1,2
"1167","James Tarkowski",1350,735,705,25,24,2,8,0,1,0,0,0,0,596,5,2
"1168","James Tavernier",486,289,206,78,13,1,1,22,57,8,0,8,0,196,5,5
"1169","James Tomkins",48,25,24,1,1,0,0,0,0,0,0,0,0,19,0,0
"1170","James Ward-Prowse",1350,882,758,123,56,1,8,117,2,63,29,30,0,667,1,18
"1171","Jamie Bynoe-Gittens",161,36,33,2,0,0,0,1,2,0,0,0,0,27,1,0
"1172","Jamie Leweling",117,22,21,1,0,0,0,4,0,0,0,0,0,16,0,1
"1173","Jamie Maclaren",36,12,12,0,0,0,0,1,0,0,0,0,0,7,0,0
"1174","Jamie Vardy",751,109,93,16,0,0,0,1,0,0,0,0,0,64,0,4
"1175","Jan Bednarek",250,146,137,9,9,0,0,0,0,0,0,0,0,128,0,1
"1176","Jan Jakob Olschowsky",180,91,71,20,7,0,0,0,0,0,0,0,0,70,0,0
"1177","Jan Kliment",45,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
"1178","Jan Kopic",81,19,17,2,0,0,0,2,0,0,0,0,0,14,0,0
"1179","Jan Oblak",1412,415,264,149,32,0,0,0,0,0,0,0,0,270,2,0
"1180","Jan Paul van Hecke",3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1181","Jan Sýkora",148,20,18,2,0,0,0,1,1,0,0,0,0,15,0,0
"1182","Jan Thielmann",489,129,119,8,0,0,2,15,8,0,0,0,0,83,2,7
"1183","Jan Vertonghen",180,179,175,4,3,0,2,0,1,0,0,0,0,154,0,4
"1184","Janik Haberer",848,226,217,5,0,2,0,8,5,0,0,0,0,150,4,10
"1185","Janis Antiste",52,18,18,0,0,0,0,0,0,0,0,0,0,13,0,0
"1186","Janis Blaswich",1068,450,356,92,17,0,0,0,0,0,0,0,0,390,2,1
"1187","Jannes Horn",59,19,17,2,0,0,0,0,2,0,0,0,0,15,0,2
"1188","Japhet Tanganga",18,18,16,2,1,0,0,0,1,0,0,0,0,16,0,0
"1189","Jarrod Bowen",1340,376,326,48,8,3,3,59,3,35,32,0,0,244,2,23
"1190","Jason Berthomier",23,19,17,2,1,0,0,0,0,1,0,0,0,19,0,0
"1191","Jason Cummings",35,6,4,2,0,0,0,0,0,0,0,0,0,4,0,1
"1192","Jaume Costa",964,433,353,78,4,0,4,28,74,0,0,0,0,336,2,10
"1193","Javi",365,256,223,32,10,0,2,7,22,0,0,0,0,214,1,7
"1194","Javi Galán",1255,800,646,151,13,0,9,57,138,0,0,0,0,621,3,21
"1195","Javi Puado",749,177,175,2,0,0,1,5,0,0,0,0,0,144,0,4
"1196","Javi Sánchez",1003,473,455,17,13,1,9,2,1,0,0,0,0,403,1,7
"1197","Javier Llabrés",17,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
"1198","Javier Manquillo",11,7,6,1,0,0,0,0,1,0,0,0,0,4,0,0
"1199","Javier Pastore",5,8,7,0,0,0,0,0,0,0,0,0,0,6,1,0
"1200","Jawad El Yamiq",451,210,199,11,9,0,1,0,2,0,0,0,0,168,0,2
"1201","Jay Stansfield",87,23,23,0,0,0,0,3,0,0,0,0,0,9,0,3
"1202","Jean-Charles Castelletto",1109,584,544,40,18,1,5,7,22,0,0,0,0,472,0,3
"1203","Jean-Clair Todibo",NA,791,765,23,20,0,3,1,1,0,0,0,0,701,3,9
"1204","Jean-Claude Billong",23,34,33,1,1,0,0,1,0,0,0,0,0,33,0,0
"1205","Jean-Daniel Akpa-Akpro",204,54,53,1,1,0,0,2,0,0,0,0,0,41,0,2
"1206","Jean-Eudes Aholou",590,229,222,7,6,3,1,2,1,0,0,0,0,159,0,2
"1207","Jean-Kevin Duverne",1107,673,546,124,7,0,5,36,117,0,0,0,0,498,3,17
"1208","Jean-Paul Boëtius",574,227,211,13,10,2,4,3,0,0,0,0,0,164,3,1
"1209","Jean-Philippe Mateta",283,62,59,3,0,0,0,1,0,0,0,0,0,41,0,5
"1210","Jean-Ricner Bellegarde",1297,734,656,73,15,2,5,82,21,37,10,27,0,550,5,15
"1211","Jean-Victor Makengo",638,254,253,1,1,0,0,5,0,0,0,0,0,215,0,7
"1212","Jean Lucas",291,154,152,1,1,1,2,1,0,0,0,0,0,134,1,1
"1213","Jean Onana",148,72,68,4,4,0,0,2,0,0,0,0,0,62,0,1
"1214","Jeff Reine-Adélaïde",313,303,286,16,5,2,0,13,1,8,4,2,0,261,1,5
"1215","Jefferson Lerma",1350,654,629,25,21,3,1,1,4,0,0,0,0,539,0,10
"1216","Jeffrey Gouweleeuw",1196,507,464,39,39,3,5,0,0,0,0,0,0,333,4,5
"1217","Jeffrey Schlupp",1094,460,434,26,7,1,1,7,17,0,0,0,0,362,0,10
"1218","Jeison Murillo",636,347,318,28,20,1,5,1,8,0,0,0,0,282,1,3
"1219","Jens Cajuste",525,212,204,7,4,2,1,1,2,1,0,0,0,170,1,7
"1220","Jens Stage",562,183,178,2,2,1,1,3,0,0,0,0,0,111,3,11
"1221","Jeong Woo-yeong",513,182,177,4,1,0,2,9,0,0,0,0,0,140,1,6
"1222","Jerdy Schouten",853,390,388,2,2,2,2,1,0,0,0,0,0,321,0,6
"1223","Jere Uronen",221,126,106,20,2,0,1,11,18,0,0,0,0,101,0,7
"1224","Jeremías Ledesma",1260,452,277,172,48,0,1,0,0,0,0,0,0,251,3,0
"1225","Jérémie Bela",566,186,155,31,0,0,1,23,29,2,0,2,0,127,0,13
"1226","Jeremie Boga",80,52,48,4,0,1,0,3,4,0,0,0,0,40,0,0
"1227","Jeremie Frimpong",1549,698,571,127,7,0,3,40,120,0,0,0,0,537,0,28
"1228","Jeremy Doku",170,66,66,0,0,0,0,3,0,0,0,0,0,51,0,4
"1229","Jérémy Le Douaron",521,94,85,7,0,0,0,4,0,0,0,0,0,66,2,4
"1230","Jeremy Sarmiento",93,38,34,4,0,0,0,5,2,2,1,1,0,24,0,2
"1231","Jeremy Toljan",1319,765,610,155,18,2,5,12,137,0,0,0,0,642,0,20
"1232","Jeroen Zoet",138,58,48,10,3,0,0,0,0,0,0,0,0,30,0,0
"1233","Jérôme Boateng",291,153,149,4,4,1,1,1,0,0,0,0,0,125,0,1
"1234","Jérôme Roussillon",22,7,6,1,0,0,0,0,1,0,0,0,0,3,0,0
"1235","Jerry St. Juste",189,117,113,4,4,0,0,0,0,0,0,0,0,103,0,1
"1236","Jesper Lindstrøm",1550,421,385,33,7,3,0,34,9,14,9,1,0,276,3,19
"1237","Jesse Lingard",809,243,222,19,6,1,3,3,8,0,0,0,0,191,2,5
"1238","Jesús Corona",62,20,19,1,0,0,1,2,1,0,0,0,0,16,0,0
"1239","Jesús Gallardo",180,79,65,12,3,0,0,4,9,0,0,0,0,59,2,2
"1240","Jesús Navas",850,567,484,79,12,0,7,50,67,0,0,0,0,437,4,19
"1241","Jesús Vallejo",18,17,16,1,0,0,1,0,0,0,0,0,0,16,0,1
"1242","Jesus Vazquez",148,92,76,16,0,1,0,5,16,0,0,0,0,73,0,1
"1243","Jewison Bennette",86,7,7,0,0,0,0,2,0,0,0,0,0,5,0,0
"1244","Jhegson Méndez",180,140,135,4,4,1,0,2,0,0,0,0,0,128,1,2
"1245","Jhon Lucumí",1010,598,563,34,26,1,9,1,0,0,0,0,0,515,1,7
"1246","Jhon Mosquera",431,132,115,16,2,0,0,10,14,0,0,0,0,81,1,9
"1247","Jim Allevinah",545,179,177,2,0,0,1,11,1,0,0,0,0,142,0,8
"1248","Jimmy Cabot",511,346,266,78,4,1,2,50,41,33,12,14,0,261,2,7
"1249","Jindřich Staněk",450,141,89,52,12,0,0,0,0,0,0,0,0,92,0,0
"1250","Jiří Pavlenka",1288,553,359,193,56,0,1,0,0,0,0,0,0,390,1,1
"1251","Joachim Andersen",1440,1127,1071,53,46,1,26,5,6,1,0,0,0,907,3,9
"1252","Joakim Mæhle",1054,655,528,125,4,1,2,17,121,0,0,0,0,533,2,16
"1253","Joan Gonzàlez",1108,352,329,22,5,2,4,13,5,0,0,0,0,266,1,6
"1254","Joan Jordán",944,606,576,25,23,3,9,2,1,1,0,0,0,530,5,4
"1255","João Cancelo",1617,1562,1426,134,29,3,21,65,105,0,0,0,0,1328,2,25
"1256","João Félix",887,330,311,17,3,7,4,15,5,5,3,0,0,249,2,7
"1257","João Mário",524,300,283,17,6,1,1,16,3,8,4,1,0,254,0,7
"1258","João Mário Lopes",181,80,62,18,2,0,0,7,16,0,0,0,0,59,0,2
"1259","João Moutinho",997,634,556,77,36,2,5,25,3,14,6,6,0,530,1,8
"1260","João Palhinha",1263,493,476,16,10,0,11,2,0,0,0,0,0,406,1,7
"1261","Joaquín",160,100,86,14,5,2,0,11,1,8,2,4,0,83,0,2
"1262","Joaquín Blázquez",90,29,13,16,5,0,1,0,0,0,0,0,0,21,0,1
"1263","Joaquín Correa",581,165,160,4,2,3,0,1,2,0,0,0,0,128,1,10
"1264","Joaquín Fernández",955,453,434,17,14,0,10,0,1,0,0,0,0,379,2,5
"1265","Joaquin Sosa",160,100,96,4,4,0,2,0,0,0,0,0,0,81,0,2
"1266","Jodel Dossou",255,57,53,4,0,0,0,10,4,0,0,0,0,37,0,2
"1267","Joe Allen",94,36,34,2,2,0,0,0,0,0,0,0,0,30,0,1
"1268","Joe Aribo",944,313,308,5,0,0,0,6,1,0,0,0,0,227,0,14
"1269","Joe Bryan",166,99,84,15,0,0,0,3,15,0,0,0,0,78,0,3
"1270","Joe Gelhardt",169,53,49,3,0,1,0,1,0,0,0,0,0,39,1,3
"1271","Joe Gomez",1113,1029,996,30,7,3,12,4,23,0,0,0,0,855,3,6
"1272","Joe Hart",540,174,135,39,7,0,0,0,0,0,0,0,0,162,0,0
"1273","Joe Morrell",33,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0
"1274","Joe Rodon",1078,773,765,7,7,0,2,0,0,0,0,0,0,690,1,3
"1275","Joe Rothwell",17,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
"1276","Joe Scally",1300,673,527,146,17,0,0,19,129,0,0,0,0,532,0,26
"1277","Joe Willock",1114,442,424,14,1,1,1,30,5,0,0,0,0,357,4,8
"1278","Joe Worrall",717,439,414,25,13,0,5,1,12,0,0,0,0,361,0,3
"1279","Joel Campbell",179,70,57,12,4,0,3,3,2,0,0,0,0,55,1,1
"1280","Joël Matip",484,366,358,7,6,0,0,0,1,0,0,0,0,312,1,2
"1281","Joel Pohjanpalo",4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1282","Joël Veltman",947,661,554,102,16,1,2,7,86,0,0,0,0,537,5,11
"1283","Joel Ward",1021,535,444,90,20,0,1,12,70,0,0,0,0,407,1,11
"1284","Joelinton",1060,488,474,12,2,2,2,10,6,3,0,0,0,394,2,14
"1285","Johan Gastien",1213,1060,962,96,72,0,12,28,7,17,10,4,0,879,2,10
"1286","Johan Mojica",456,279,229,48,6,0,0,30,42,0,0,0,0,204,2,10
"1287","Johan Vásquez",358,138,119,18,6,0,0,1,11,0,0,0,0,94,1,1
"1288","Johann Lepenant",830,599,595,4,4,1,3,3,0,0,0,0,0,527,0,8
"1289","John Donald",150,33,32,0,0,0,0,0,0,0,0,0,0,28,1,0
"1290","John Lundstram",450,217,209,4,2,0,3,2,2,0,0,0,0,173,4,1
"1291","John McGinn",1056,477,455,18,7,1,8,25,1,9,7,0,0,362,4,11
"1292","John Stones",1181,1095,1052,41,6,0,10,3,33,1,0,0,0,1033,2,7
"1293","Jon Karrikaburu",93,18,18,0,0,1,0,1,0,0,0,0,0,11,0,0
"1294","Jon Magunacelaya",65,16,15,1,1,0,0,2,0,0,0,0,0,8,0,1
"1295","Jon McLaughlin",90,31,24,7,2,0,0,0,0,0,0,0,0,21,0,0
"1296","Jon Moncayola",876,449,422,24,19,1,12,13,1,3,2,1,0,368,3,6
"1297","Jon Morcillo",56,40,39,0,0,0,0,6,0,0,0,0,0,30,1,0
"1298","Jon Pacheco",678,500,478,20,13,0,2,0,2,0,0,0,0,454,2,3
"1299","Jonas Hector",1159,735,591,143,29,0,2,47,105,7,5,1,0,551,1,18
"1300","Jonas Hofmann",1177,592,486,100,23,3,2,84,11,60,22,30,1,433,6,20
"1301","Jonas Martin",162,147,141,6,4,0,2,2,2,0,0,0,0,126,0,0
"1302","Jonas Omlin",806,312,216,96,33,0,1,0,0,0,0,0,0,229,0,0
"1303","Jonas Wind",172,59,57,2,1,0,0,0,0,0,0,0,0,41,0,1
"1304","Jonathan Bamba",1255,628,598,27,5,6,1,41,15,7,1,1,0,493,3,25
"1305","Jonathan Burkardt",533,109,106,1,0,2,2,11,0,0,0,0,0,71,2,5
"1306","Jonathan Clauss",1515,820,675,141,8,2,5,54,126,7,1,5,0,620,4,31
"1307","Jonathan David",1489,390,350,37,1,2,0,3,2,0,0,0,0,316,3,16
"1308","Jonathan Gradit",795,598,574,24,22,1,7,3,1,0,0,0,0,546,0,5
"1309","Jonathan Ikone",836,264,253,10,1,0,4,9,9,0,0,0,0,217,1,7
"1310","Jonathan Osorio",55,28,26,2,0,0,0,0,2,0,0,0,0,25,0,0
"1311","Jonathan Tah",1702,1141,1117,21,21,2,3,3,0,0,0,0,0,1020,3,4
"1312","Jonjo Shelvey",37,26,23,3,2,0,2,0,0,0,0,0,0,19,0,0
"1313","Jonjoe Kenny",1350,766,614,146,5,0,2,33,140,1,0,0,0,563,6,23
"1314","Jonny Castro",979,683,576,105,9,1,1,17,96,0,0,0,0,580,2,19
"1315","Jonny Evans",810,672,652,19,18,0,2,0,1,0,0,0,0,600,1,4
"1316","Jordan Amavi",193,96,69,27,1,0,0,6,26,0,0,0,0,51,0,5
"1317","Jordan Ayew",995,330,317,13,3,2,0,21,3,4,4,0,0,264,0,11
"1318","Jordan Ferri",1083,762,722,37,25,3,5,16,9,0,0,0,0,643,3,9
"1319","Jordan Henderson",965,766,743,19,13,7,6,12,3,0,0,0,0,634,4,13
"1320","Jordan Larsson",338,81,77,4,1,0,1,1,2,1,0,1,0,59,0,3
"1321","Jordan Lotomba",931,530,442,87,8,1,0,19,79,0,0,0,0,443,1,15
"1322","Jordan Morris",3,3,3,0,0,0,0,2,0,0,0,0,0,1,0,1
"1323","Jordan Pefok",843,161,157,4,0,1,0,1,2,0,0,0,0,83,0,1
"1324","Jordan Pickford",1530,602,406,193,46,1,2,0,0,0,0,0,0,385,3,2
"1325","Jordan Veretout",1531,1128,1061,62,29,1,11,36,5,28,9,10,0,966,5,13
"1326","Jordan Zemura",788,314,252,62,5,0,0,9,57,0,0,0,0,223,0,17
"1327","Jordi Alba",972,1124,989,132,28,4,5,47,104,0,0,0,0,976,3,13
"1328","Jordi Masip",810,321,211,110,27,0,0,0,0,0,0,0,0,220,0,0
"1329","Jordi Osei-Tutu",493,130,111,17,1,0,0,8,16,0,0,0,0,94,2,6
"1330","Jorge Cuenca",95,87,83,4,1,1,3,0,1,0,0,0,0,73,0,0
