"","Player","Min","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","KP","Final_Third","PPA","CrsPA","Prog"
"846","Filip Kostić",1656,597,872,1565.4,9953,3157,303,359,1950.3,220,311,1651.8,56,132,997.9,6,5.2,2.8,44,41,34,22,55
"847","Filip Mladenović",65,20,25,80,279,95,10,10,100,8,11,72.7,1,2,50,0,0,0,0,2,0,0,1
"848","Filip Uremović",555,177,218,574.1,3430,935,46,54,600,120,131,648.1,10,27,217.6,0,0,0,1,4,0,0,4
"849","Filippo Bandinelli",1050,330,459,1059.2,5474,1626,154,183,1239.1,133,162,1254.7,28,65,NA,0,1.3,1.2,16,24,17,12,33
"850","Filippo Ranocchia",332,113,138,530,2266,685,44,50,578.5,47,53,589.5,20,31,NA,0,0.1,0.1,3,13,3,0,12
"851","Filippo Terracciano",461,123,177,542,2198,771,47,65,491.4,57,74,646.1,12,23,NA,0,0.8,0.9,4,11,5,2,19
"852","Finn Ole Becker",3,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"853","Firas Al-Buraikan",178,29,38,145.5,371,61,21,23,179.5,5,8,126.7,1,1,NA,1,0.1,0,1,0,4,0,4
"854","Fisnik Asllani",42,7,15,140,66,12,6,11,166.7,0,1,NA,0,0,NA,0,0,0,1,0,0,0,0
"855","Flavien Tait",1044,542,639,1277.3,9642,2813,239,274,1331.1,214,238,NA,69,90,1156.5,0,1,1.5,12,69,17,1,69
"856","Flávio Nazinho",120,14,22,167.5,212,56,8,12,183.3,6,9,175,0,1,NA,0,0,0,1,1,0,0,0
"857","Flavius Daniliuc",936,512,576,1051.1,10151,3717,173,185,NA,263,283,1092.3,66,90,NA,1,0.2,0,3,33,1,1,33
"858","Florent Mollet",410,113,152,667.5,1664,410,59,71,746.2,39,45,699.2,5,15,NA,0,0.4,0.4,4,12,2,1,8
"859","Florent Ogier",672,322,383,746.3,6021,2793,126,136,823.7,146,172,766,40,59,575.2,1,0.6,0.3,3,26,0,0,18
"860","Florentino Luís",526,272,311,523.8,4278,1244,154,168,547.8,86,96,537.6,25,31,471.3,0,0,0,0,24,0,0,15
"861","Florian Dietz",395,39,76,519.9,487,111,27,40,NA,7,20,NA,2,5,NA,0,0.4,0.5,4,4,0,0,3
"862","Florian Flick",512,129,185,515.6,2170,656,64,82,544.7,50,63,NA,11,25,NA,0,0,0,1,13,0,0,8
"863","Florian Grillitsch",59,34,41,NA,616,183,15,16,NA,15,16,NA,4,8,NA,0,0,0,1,2,2,1,2
"864","Florian Kainz",1031,298,502,819.6,5908,2639,108,126,1222.6,129,192,940.3,53,142,502.7,4,4.4,4.2,26,34,23,6,56
"865","Florian Lejeune",948,432,528,976.5,10127,3637,94,106,1053.7,255,279,1095.5,82,133,758.6,0,0,0.1,4,41,3,0,28
"866","Florian Müller",1350,476,576,1239,12210,8755,117,118,1487.5,225,230,1468.4,130,223,855.7,0,0.1,0.1,2,7,1,0,2
"867","Florian Neuhaus",468,125,167,439.2,2043,765,60,73,490.1,49,65,433.9,10,18,335,0,1.5,1,7,15,6,1,21
"868","Florian Niederlechner",910,118,200,819.2,1833,417,57,89,NA,47,67,976.8,5,16,NA,1,0.5,0.6,5,13,6,0,12
"869","Florian Sotoca",1234,496,636,1159.9,8612,2513,227,270,1245.1,188,239,1167.3,58,82,1001.6,5,4.3,3.3,30,61,25,7,74
"870","Florian Tardieu",877,587,678,959.5,10435,3719,272,294,1010.4,214,236,995.7,76,116,743.7,0,1,1,16,60,6,1,53
"871","Flynn Downes",265,87,102,NA,1085,181,63,65,NA,17,22,NA,3,6,NA,0,0,0,1,5,1,0,4
"872","Fodé Ballo-Touré",331,163,190,523.5,2622,856,83,87,639.6,65,75,516.4,12,17,NA,0,0.1,0.2,1,11,5,3,14
"873","Folarin Balogun",1076,125,198,930.8,1769,467,69,91,1083.3,44,70,930.5,4,11,NA,1,1.3,0.6,11,11,8,0,20
"874","Fortune Bassey",134,22,27,400,351,70,13,16,NA,7,7,NA,2,2,NA,0,0.1,0.1,2,1,2,0,3
"875","Fran Beltrán",1123,709,772,1276.7,12756,2748,289,308,1317.2,338,354,1316.6,65,81,1051.3,1,0.6,0.6,8,51,7,1,37
"876","Fran Delgado",12,7,8,87.5,110,13,4,4,100,3,3,100,0,1,0,0,0,0,0,0,0,0,0
"877","Fran Karačić",74,22,38,57.9,438,212,9,14,64.3,9,16,56.3,4,7,57.1,0,0.1,0.1,1,2,1,1,2
"878","Francesco Acerbi",951,676,747,NA,12990,4316,230,246,NA,363,387,NA,74,99,NA,1,0.1,0,2,44,2,0,39
"879","Francesco Caputo",1094,168,237,1062.9,2130,315,96,130,1130.8,43,60,1097.1,8,10,NA,0,0.4,0.6,9,11,4,0,8
"880","Francis Coquelin",523,172,204,933.2,2466,598,99,109,984.3,47,53,1006.8,12,16,NA,0,0.8,1,4,13,2,1,15
"881","Francisco Calvo",180,86,104,155.3,1562,601,34,37,180.6,43,49,163.6,8,17,78.8,0,0,0,0,4,0,0,5
"882","Francisco Conceição",17,13,14,285.7,211,25,6,6,300,6,6,300,1,2,NA,0,0,0,0,2,0,0,1
"883","Francisco Garcia",1259,650,802,1128.1,10630,3083,316,347,1271.5,271,323,1160.6,43,82,775.5,2,0.6,0.5,13,50,11,9,34
"884","Francisco Perez",21,12,14,165,194,12,4,5,150,8,9,185.7,0,0,NA,0,0,0,0,0,0,0,0
"885","Francisco Portillo",201,112,140,767.9,1735,690,61,72,807,39,46,835,9,14,NA,0,0.1,0.6,1,20,7,1,23
"886","Francisco Trincão",386,91,120,456.9,1248,257,62,75,487.5,22,29,444.2,5,7,NA,0,0.3,0,2,6,1,0,8
"887","Franck Honorat",1162,319,485,982.8,5713,1682,153,199,1129.1,105,147,1063.2,47,98,725.3,1,3.9,3.5,34,21,22,13,27
"888","Franck Kessié",490,253,291,1114.2,3769,589,152,171,1179.2,81,88,NA,15,17,NA,0,0.3,0.2,4,12,4,1,13
"889","Franck Ribéry",37,19,22,86.4,235,19,11,12,91.7,7,8,87.5,0,0,NA,0,0,0,0,2,0,0,1
"890","Franco Cervi",1017,268,379,901.4,3827,1058,163,191,1116.9,79,107,947.9,15,39,551.2,2,0.6,1,10,20,10,3,21
"891","Franco Israel",155,43,70,122.1,1184,779,9,9,200,22,22,200,12,39,61.6,0,0,0,0,0,0,0,0
"892","Franco Russo",77,27,33,180,610,275,9,11,NA,12,13,190.9,6,9,162.5,0,0,0,0,3,0,0,0
"893","François-Joseph Sollacaro",90,9,13,69.2,200,121,3,3,100,3,4,75,3,6,50,0,0,0,0,0,0,0,0
"894","Frank Onyeka",442,97,129,NA,1481,384,54,67,NA,33,43,NA,6,11,NA,1,0.5,0.7,5,11,3,0,11
"895","Frank Tsadjout",103,12,21,160,152,36,8,14,154.5,4,6,200,0,0,NA,1,0.1,0,1,1,0,0,0
"896","Frantzdy Pierrot",481,56,78,432.3,593,53,38,45,498.4,9,13,NA,1,1,NA,2,0.3,0.2,8,1,1,0,1
"897","Fred",471,244,303,937.1,3832,1041,126,145,1095.9,89,105,NA,17,24,NA,0,0.7,0.4,11,20,5,1,26
"898","Frederik Rønnow",990,317,449,767.7,9563,7468,50,50,NA,164,164,1100,102,232,499.9,0,0,0,1,17,2,0,0
"899","Frederik Winther",90,22,35,62.9,456,203,5,8,62.5,12,15,80,4,8,50,1,0.1,0,1,1,1,0,1
"900","Fredrik Aursnes",260,111,134,487.8,1793,470,54,63,516.6,45,50,513.1,7,12,NA,0,0.4,0.6,7,9,3,0,9
"901","Fredrik Jensen",617,118,216,562.6,2255,826,53,70,836.9,41,79,550.3,19,47,NA,1,1.4,1.4,12,19,8,2,17
"902","Frenkie de Jong",1402,1023,1144,1799.2,15914,4618,576,617,1887.4,352,382,1835.9,69,82,NA,2,1.9,2.9,23,107,24,5,75
"903","Gabriel Dos Santos",1260,788,879,1253.1,14875,5377,300,316,1321.3,422,453,1305.5,64,97,882.1,0,0.2,0,1,63,2,0,35
"904","Gabriel Gudmundsson",109,29,41,345.2,464,117,16,19,416.7,9,14,350.1,3,7,NA,0,0.2,0.1,4,1,2,2,3
"905","Gabriel Jesus",1249,336,418,1270.5,4972,1152,182,214,1375.2,117,132,1437.3,18,26,NA,5,2.8,1.7,24,25,13,1,28
"906","Gabriel Paulista",579,338,384,855.3,6840,2936,110,118,805.4,173,191,938,51,67,NA,0,0.2,0.2,4,35,3,0,25
"907","Gabriel Strefezza",889,177,295,758.9,3386,1124,86,111,943.3,51,82,891.8,35,73,564.9,0,0.8,0.7,10,18,7,4,20
"908","Gabriel Veiga",577,192,247,1013,3209,867,90,110,1074.5,75,96,NA,19,26,NA,1,0.3,0.3,6,23,3,2,18
"909","Gabriel Veron",47,11,17,211.5,142,70,6,7,NA,3,5,NA,1,1,NA,0,0,0,0,1,0,0,0
"910","Gabriel Vidovic",19,10,13,76.9,102,23,7,8,87.5,2,3,66.7,0,0,NA,1,0.1,0.1,2,0,1,0,1
"911","Gaël Kakuta",22,12,16,149.2,172,14,5,6,180,4,6,80,1,2,NA,0,0,0,0,2,0,0,1
"912","Gaël Ondoua",47,17,19,177.8,301,103,7,9,160,6,6,200,3,3,200,0,0,0,0,3,0,0,4
"913","Gaëtan Charbonnier",254,79,89,560.7,1359,298,36,42,564.3,33,36,NA,7,7,NA,0,0.1,0.1,3,5,5,0,11
"914","Gaëtan Laborde",983,174,263,959.6,2423,450,110,146,1029.5,49,70,1059,5,21,NA,0,1.6,0.8,16,11,9,3,13
"915","Gaëtan Perrin",440,117,155,1123.9,1934,427,54,63,1174.8,47,63,NA,10,15,NA,1,0.6,0.1,4,8,6,0,11
"916","Galeno",423,86,129,405.3,1242,289,54,65,510.9,27,37,453.1,3,8,NA,1,0.4,0.7,4,3,5,2,5
"917","Garang Kuol",18,2,3,66.7,19,3,2,2,100,0,1,0,0,0,NA,0,0,0,0,0,0,0,0
"918","Gareth Bale",225,33,53,151.4,545,137,12,17,188.9,13,18,147.1,3,9,91.7,0,0.2,0.2,2,2,1,1,4
"919","Gary Medel",1135,708,804,1314.5,13234,4696,268,291,1369.7,332,354,1406.5,87,127,1004.5,1,0.2,0.2,3,44,4,0,28
"920","Gastón Álvarez",429,86,129,441.1,1495,688,39,41,NA,40,59,459.8,7,21,242.9,0,0,0,0,8,0,0,9
"921","Gauthier Gallon",1080,253,342,905.2,6088,4522,65,65,NA,127,130,1173.3,53,136,482.6,0,0,0,1,2,0,0,0
"922","Gauthier Hein",669,270,326,1173,4784,922,133,145,1297.2,83,101,1206.9,39,61,NA,0,1.1,0.7,10,19,7,1,18
"923","Gavi",1287,604,697,1801.9,8421,1510,382,409,1966.6,174,196,1846.3,28,43,NA,1,2.4,2.2,24,57,19,4,37
"924","Gavin Bazunu",1350,365,587,925.2,11686,8760,74,74,1500,136,137,1487.5,155,373,631.5,0,0.1,0,1,35,1,0,1
"925","Gedeon Kalulu",1080,434,565,922,6815,2682,233,255,1085.8,155,208,908.3,26,65,524.6,3,0.8,0.4,11,29,7,2,31
"926","Gelson Martins",111,42,50,305.4,557,163,23,27,301.3,15,16,NA,1,3,NA,0,0.2,0.1,2,2,3,0,6
"927","Genki Haraguchi",362,90,116,597.8,1467,394,38,45,NA,35,41,584.1,9,13,NA,0,0.2,0.1,6,11,3,0,12
"928","Geoffrey Kondogbia",944,576,648,1232.4,9656,2708,296,319,1271,194,211,1253.2,61,82,NA,1,0.4,0.3,5,54,4,0,31
"929","Georges-Kévin N'Koudou",27,9,12,150,165,28,5,5,200,3,4,166.7,1,1,NA,0,0,0,0,1,0,0,1
"930","Georginio Rutter",1009,95,158,944.6,1518,455,50,74,973.5,30,51,976.6,10,12,NA,2,2.3,3,10,11,9,0,23
"931","Georginio Wijnaldum",13,10,11,90.9,119,37,7,7,100,3,3,100,0,0,NA,0,0.1,0.1,1,1,1,0,1
"932","Gerard Deulofeu",1198,436,580,1107.2,6479,2283,256,290,1295.1,138,180,1180.1,26,62,551.6,6,4.1,3.7,47,39,42,2,71
"933","Gerard Gumbau",831,338,432,1015.6,6395,1853,144,162,1165.6,124,144,1098.8,53,92,788.6,3,1.3,1.2,14,36,6,1,29
"934","Gerard Moreno",382,87,129,383.3,1408,515,43,60,392.2,33,45,428.9,9,11,NA,0,0.3,0.2,4,11,6,0,19
"935","Gerard Piqué",642,577,627,896.4,11755,3843,175,191,871.7,316,326,952.5,84,102,778.8,0,0,0,1,66,0,0,27
"936","Gerard Yepes",198,77,105,357.2,1205,271,43,55,396.5,28,34,NA,5,10,NA,0,0,0,1,5,0,0,6
"937","Germán Pezzella",911,446,507,1036.4,8443,3177,156,162,1163.5,245,260,1109.5,42,76,649.4,0,0,0.1,1,17,1,0,14
"938","Gerónimo Rulli",1260,464,543,1212.5,11876,7752,82,83,1383.3,270,271,1395.5,109,184,896.6,0,0,0,0,6,0,0,1
"939","Gerrit Holtmann",736,124,218,798,1568,423,84,107,NA,27,53,NA,5,21,NA,1,0.6,0.7,8,4,7,4,6
"940","Gerson",538,202,248,NA,2939,721,116,128,NA,66,79,NA,9,19,NA,0,0.2,0.5,4,19,4,0,18
"941","Gerson Torres",64,16,16,100,228,14,8,8,100,8,8,100,0,0,NA,0,0,0,0,0,0,0,0
"942","Gerzino Nyamsi",657,336,390,689.2,6853,2256,88,99,732.1,211,227,742.3,34,57,431,0,0,0.1,0,26,2,0,23
"943","Ghaylène Chaalali",17,3,4,75,75,32,0,1,0,3,3,100,0,0,NA,0,0,0,0,1,0,0,1
"944","Ghjuvanni Quilichini",82,14,34,41.2,511,427,1,1,100,5,5,100,8,28,28.6,0,0,0,0,0,0,0,0
"945","Giacomo Bonaventura",930,372,438,1000,6210,1376,187,207,1078.6,137,157,988.1,35,45,894,0,0.8,0.8,12,30,16,4,28
"946","Giacomo Quagliata",412,121,202,657.9,1980,815,64,73,NA,48,77,NA,7,35,NA,0,0.4,0.3,5,12,6,5,12
"947","Giacomo Raspadori",770,276,356,1201.7,4513,679,135,160,1341.5,92,111,NA,27,47,1062.4,2,0.8,0.7,11,15,4,0,12
"948","Gian Marco Ferrari",1258,593,689,1181.3,12308,4315,170,185,1297.4,327,357,1273.3,89,131,915.8,0,0,0,1,37,2,0,37
"949","Giangiacomo Magnani",142,21,35,244.2,466,226,4,10,200,14,16,365.7,3,6,150,0,0,0,0,2,0,0,2
"950","Gianluca Caprari",958,348,421,1231.7,4913,787,223,242,1359.9,96,123,1179.5,18,28,NA,1,1,1.1,13,24,6,2,17
"951","Gianluca Gaetano",64,50,61,NA,692,203,29,32,NA,19,23,NA,0,1,NA,1,0.2,0,1,4,0,0,6
"952","Gianluca Mancini",1193,584,697,1250.5,11433,3878,213,231,1385.8,288,314,1367.7,77,135,811.4,1,0.5,0.5,6,42,9,3,29
"953","Gianluca Scamacca",755,99,149,803.4,1721,329,50,69,NA,28,46,774.1,15,19,NA,0,0.6,0.4,12,13,3,1,8
"954","Gianluigi Donnarumma",1890,483,555,1841.8,9758,6049,162,162,2100,232,236,2057,80,147,1228,0,0,0,0,0,0,0,0
"955","Gideon Mensah",717,377,463,650.1,6229,2184,197,216,732,146,173,670.8,27,55,416,0,0.6,0.6,7,37,8,4,25
"956","Gilberto",38,8,13,126.2,111,39,5,7,141.7,3,3,NA,0,1,NA,0,0,0,0,0,0,0,0
"957","Gio Reyna",672,193,268,1080.5,2865,661,103,129,NA,66,87,NA,10,21,NA,2,1.9,2,13,10,8,2,15
"958","Giorgi Mamardashvili",1260,335,424,1101.6,8075,5474,87,87,1400,170,171,1390.9,76,161,673.6,0,0,0,0,3,0,0,0
"959","Giorgian De Arrascaeta",29,18,26,69.2,191,59,10,12,83.3,5,9,55.6,0,0,NA,0,0.2,0.1,1,2,1,0,1
"960","Giorgio Scalvini",647,245,333,763,4475,2162,121,142,887.4,81,96,NA,36,72,555.9,0,0,0.2,1,30,6,2,26
"961","Giorgos Giakoumakis",246,21,34,335,261,61,13,21,326.7,6,7,NA,0,0,NA,0,0.5,0.2,4,0,1,0,2
"962","Giorgos Kyriakopoulos",721,286,371,831,5204,2032,140,155,1003.9,99,120,904.4,42,76,531.4,1,1.3,0.7,14,23,14,9,26
"963","Giovani Lo Celso",521,222,267,651,3483,930,118,132,705.5,80,95,632.1,17,22,NA,0,0.2,0.4,4,18,9,0,27
"964","Giovanni Di Lorenzo",1866,1174,1366,1793.3,19034,7465,613,661,1924.3,445,512,1824.8,88,122,1589.8,3,3.6,3.9,32,91,39,9,103
"965","Giovanni González",344,130,170,359.3,2052,756,78,92,395.5,44,57,398,7,16,225,2,1.2,0.5,5,8,5,3,10
"966","Giovanni Simeone",394,78,108,NA,1046,173,43,55,NA,23,32,NA,3,4,NA,0,0.9,0.8,6,3,2,0,7
"967","Giulian Biancone",17,15,21,93.8,253,126,6,7,100,8,10,88.9,1,3,100,0,0,0,0,0,0,0,0
"968","Giulio Donati",212,137,161,324.3,2784,1026,40,45,340.2,80,86,362.8,16,26,247.2,0,0,0,0,10,0,0,6
"969","Giulio Maggiore",653,273,358,680,4772,1289,121,153,690.9,117,132,795.7,28,50,NA,0,0.5,0.6,3,30,11,0,35
"970","Giuseppe Pezzella",434,197,247,489.6,3311,1357,97,109,542.6,81,101,495.8,17,29,385,0,0,0,2,20,3,1,22
"971","Gleison Bremer",1394,838,930,1434.2,16371,4863,263,280,1491.4,476,506,1491.9,93,132,1140.7,0,0.1,0,2,18,1,0,17
"972","Glen Kamara",127,39,40,392.3,658,125,21,21,NA,15,15,400,3,4,NA,0,0.1,0,2,1,0,0,2
"973","Gonçalo Borges",38,9,15,221.2,123,28,4,7,NA,2,5,NA,1,1,NA,0,0,0,0,1,0,0,1
"974","Gonçalo Guedes",689,136,198,857.4,2256,517,82,97,994.5,38,54,840.4,13,26,NA,1,0.4,0.5,9,11,8,2,11
"975","Gonçalo Inácio",540,330,378,516.9,6548,2452,103,112,557.9,185,202,537.8,39,58,406.6,0,0,0,0,12,0,0,5
"976","Gonçalo Paciência",331,38,67,625.4,578,102,21,31,743.4,13,22,NA,2,7,NA,0,0.5,0.3,3,4,1,1,1
"977","Gonçalo Ramos",407,62,93,559,887,98,38,56,586.9,20,24,693.4,3,5,NA,0,0.5,0,3,2,1,0,3
"978","Gonzalo Escalante",555,222,290,673.2,3755,1430,99,117,786.8,103,122,733,16,36,NA,1,0.2,0,4,30,2,0,19
"979","Gonzalo Melero",536,203,229,711.7,3447,758,92,103,715.4,83,91,743.9,21,24,NA,2,0.5,0.4,7,24,3,0,21
"980","Gonzalo Montiel",873,432,542,NA,6513,2492,221,245,NA,179,223,NA,18,44,NA,1,0.6,1.1,10,33,8,4,27
"981","Gonzalo Plata",861,239,313,973.9,3117,648,156,177,NA,61,80,NA,9,23,NA,2,1.5,1.1,13,6,7,1,11
"982","Gonzalo Verdú",388,155,188,472.9,3311,1193,32,36,NA,105,110,NA,17,38,316.2,0,0,0,0,5,0,0,5
"983","Gonzalo Villar",659,308,370,1159.6,5262,1321,132,157,NA,140,159,1203.8,27,41,NA,0,0,0,0,25,1,0,20
"984","Gorka Guruzeta",203,45,55,547.9,612,164,25,28,640,12,14,NA,2,3,NA,0,0.2,0.2,2,5,2,0,7
"985","Granit Xhaka",1346,639,759,1360.3,10617,2872,307,347,1422.2,254,284,1441.8,60,83,NA,3,1.8,1.6,20,76,12,1,57
"986","Greg Taylor",540,338,399,507.5,5431,2023,155,172,540.2,161,174,555.3,13,30,260.4,0,0.6,0.6,9,33,5,1,25
"987","Grégoire Defrel",126,17,23,NA,256,36,8,11,NA,6,7,NA,1,2,NA,0,0.1,0,1,0,0,0,1
"988","Gregor Kobel",1215,432,525,1155.5,10627,6605,83,83,1400,232,234,1392.6,114,202,756.3,0,0,0,0,1,0,0,0
"989","Grejohn Kyei",596,88,127,962.6,1312,187,46,62,NA,26,35,NA,8,12,NA,1,0.3,0.2,3,5,2,1,5
"990","Grigoris Kastanos",261,82,113,585,1388,399,36,39,758.9,36,50,532.9,6,11,NA,0,0.3,0.2,5,10,2,0,9
"991","Grischa Prömel",1071,273,347,1015.4,4286,961,148,172,1136.1,99,116,1028.9,18,33,NA,1,1.1,0.5,8,19,3,1,21
"992","Grzegorz Krychowiak",180,37,57,130,592,338,23,27,170.3,4,9,95,6,14,84.4,0,0.2,0,2,7,1,0,4
"993","Guglielmo Vicario",1350,446,623,1076.4,12022,8431,80,81,NA,223,229,1461.9,142,311,732.8,0,0,0,0,8,0,0,0
"994","Guido Rodríguez",1099,584,666,1140.6,9637,3140,285,309,1199.9,228,252,1197.2,51,74,891.4,0,0.1,0.2,5,50,2,0,37
"995","Guillermo Maripán",765,314,356,880.1,6638,2279,78,86,913.1,195,210,927.2,40,50,820.7,0,0.1,0,1,16,1,0,12
"996","Guillermo Ochoa",180,52,64,161.5,1160,746,13,13,200,31,31,200,8,18,106.7,0,0,0,0,0,0,0,0
"997","Guillermo Varela",93,24,35,165.6,456,190,9,11,180,10,16,160,4,4,200,0,0.1,0,1,1,1,1,1
"998","Habib Diallo",1131,184,266,989.5,2464,371,115,159,1078.8,47,61,NA,7,11,NA,0,1.4,1.7,8,13,5,0,16
"999","Haji Wright",113,11,18,185,127,15,8,10,233.3,1,3,NA,1,2,NA,0,0,0,0,1,1,0,1
"1000","Hakan Çalhanoğlu",1431,762,905,1670.1,13645,4102,358,385,1854.2,292,329,1740.7,91,147,1193.8,5,2.8,3.4,38,76,20,4,62
"1001","Hakim Ziyech",390,125,200,556.8,2118,519,70,81,NA,35,62,NA,15,33,NA,1,0.5,0.2,8,11,6,0,12
"1002","Hákon Arnar Haraldsson",298,79,100,396.4,1115,167,45,52,NA,25,28,NA,4,10,NA,0,0.2,0,1,3,1,0,4
"1003","Halid Šabanović",258,114,141,320.1,1699,663,63,70,358.3,37,48,303.6,6,12,193.3,0,0,0,0,12,2,1,8
"1004","Halil Dervişoğlu",8,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1005","Hamari Traoré",1183,789,918,1172.2,13799,4543,321,348,1274.2,398,451,1225.7,56,88,849.4,1,0.6,1.2,8,71,18,8,61
"1006","Hamed Junior Traorè",239,59,85,404.9,856,200,34,42,486.8,19,23,504.2,3,9,NA,1,0.2,0.2,2,0,2,2,3
"1007","Hamza Sakhi",1194,543,665,1218.7,10892,3297,191,217,1311.9,216,255,1242.5,106,149,1056.4,1,2.6,2.3,27,77,17,7,61
"1008","Hannes Wolf",53,10,14,NA,145,26,3,4,NA,4,5,NA,1,2,NA,0,0,0,0,0,0,0,1
"1009","Hannibal Mejbri",11,2,2,100,29,0,1,1,100,1,1,100,0,0,NA,0,0,0,0,0,0,0,0
"1010","Hans Hateboer",1044,413,526,949.3,6072,2194,245,276,1062.8,130,170,930.6,25,47,630,0,0.9,1,10,19,14,6,30
"1011","Hans Vanaken",540,308,366,503.5,5648,1364,131,151,516,118,139,514.4,40,47,518.3,0,0.8,0.4,5,34,5,0,28
"1012","Haris Belkebla",1087,489,586,1231.9,8717,2302,198,223,1364.3,228,255,1295.5,49,73,956.5,0,0.5,0.4,7,57,7,1,50
"1013","Haris Seferović",34,6,8,146.7,70,9,5,5,200,1,2,NA,0,0,NA,0,0,0,0,0,0,0,0
"1014","Harrison Reed",1175,332,450,1030.1,4979,1293,185,224,1155.4,106,134,1130.9,22,48,710.8,1,1.6,0.6,18,27,11,5,22
"1015","Harry Kane",2097,411,605,1631.3,7443,2697,198,263,1854.7,139,192,1733,59,86,NA,6,4.8,2.4,41,68,33,6,82
"1016","Harry Maguire",530,367,415,629.4,7503,2457,107,112,NA,204,221,648.9,51,72,NA,1,0,0,2,27,1,0,13
"1017","Harry Souttar",270,85,110,227.1,1438,812,39,41,283.8,32,37,265.3,7,25,70.5,0,0,0,1,7,0,0,5
"1018","Harry Toffolo",577,170,255,484.6,2684,1219,94,111,596.7,68,100,465.9,6,30,NA,0,0.5,0.5,3,10,7,4,14
"1019","Harry Wilson",428,125,168,775,2095,417,64,76,841.7,47,58,NA,12,23,NA,0,0.6,0.3,4,8,4,1,8
"1020","Harvey Barnes",1086,231,321,930.9,2884,896,148,181,1052.8,58,91,835.6,7,15,NA,0,0.6,0.5,6,18,14,0,31
"1021","Harvey Elliott",1214,588,735,1595.1,8700,2246,332,370,1773.2,200,251,1574.8,31,58,NA,1,2.5,2.8,18,46,35,4,67
"1022","Hassan Al-Haydos",206,65,80,244.5,1088,282,33,39,255.7,24,25,290.9,7,12,163.3,0,0.6,0.4,2,5,2,2,6
"1023","Hassan Al Tambakti",90,24,33,72.7,371,164,12,12,100,11,14,78.6,1,5,20,0,0,0,0,1,0,0,1
"1024","Hattan Bahebri",1,1,1,100,15,0,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1025","Héctor Bellerín",323,156,194,400.3,2290,812,99,106,466,43,53,NA,10,15,NA,0,0.2,0.6,2,14,6,1,11
"1026","Héctor Herrera",160,64,78,163.1,1104,198,28,33,169.6,29,32,180.8,4,7,116.7,0,0.1,0.1,1,3,1,1,3
"1027","Héctor Moreno",180,110,132,164.2,1890,673,52,57,181.4,49,60,155.7,9,15,130,0,0,0,1,14,0,0,9
"1028","Helibelton Palacios",705,216,274,676,3408,1479,114,126,792,83,100,710,12,30,NA,0,0.4,0.4,3,13,4,2,14
"1029","Henning Matriciani",696,211,292,565.1,4112,1497,71,87,644.2,117,146,615.7,21,47,322.4,0,0.1,0.1,1,7,1,1,8
"1030","Henrikh Mkhitaryan",1119,429,518,1473.9,6676,1691,227,248,1638.9,152,182,1477.5,28,41,NA,1,1.1,1.1,9,45,13,3,36
"1031","Henrique",130,72,84,271.6,1136,192,37,44,277.4,32,32,300,2,6,NA,0,0,0,0,2,0,0,2
"1032","Henrique Araújo",9,5,8,62.5,79,9,2,3,66.7,3,4,75,0,1,0,0,0.1,0,2,0,1,0,1
"1033","Henry Martín",70,7,11,63.6,75,9,5,6,83.3,2,4,50,0,0,NA,0,0,0,1,0,0,0,0
"1034","Heorhii Sudakov",480,277,315,524.5,4431,1194,151,164,548.1,98,113,522.5,23,28,525,2,0.7,0.7,6,22,4,0,19
"1035","Hernán Galíndez",270,44,74,177.9,1275,996,11,11,NA,16,16,300,16,46,100,0,0,0,0,0,0,0,0
"1036","Hianga Mananga Mbock",15,8,10,177.8,146,13,3,3,200,4,6,NA,1,1,NA,0,0,0,0,0,0,0,0
"1037","Hicham Boudaoui",362,163,191,518.1,2034,460,91,105,522.8,47,53,521.4,4,6,NA,1,0.3,0.2,6,14,2,0,7
"1038","Hidemasa Morita",421,176,216,471.6,3116,938,85,99,525.5,71,81,503,20,25,NA,1,0.2,0.2,2,17,3,1,16
"1039","Himad Abdelli",231,112,142,577.6,1953,525,47,58,566.3,47,59,598.3,14,18,NA,0,0.6,0,6,14,4,0,15
"1040","Hiroki Ito",1121,677,838,1118.7,14523,5156,215,241,1231.8,347,394,1198.4,107,180,829.5,1,1.3,1.6,12,66,6,1,62
"1041","Hiroki Sakai",73,15,27,55.6,282,191,4,5,80,8,10,80,2,6,33.3,0,0.1,0.1,1,2,1,0,6
"1042","Hirving Lozano",1119,235,347,1409.3,3448,984,121,144,NA,84,114,1463.4,16,37,NA,3,2.4,2,23,11,25,10,31
"1043","Homam Ahmed",262,77,105,220.8,1196,182,45,52,261.1,24,31,233.6,5,10,158.4,0,0,0,2,1,0,0,2
"1044","Hossein Hosseini",161,23,47,95.6,811,676,0,0,NA,9,9,200,14,36,76.2,0,0,0,0,0,0,0,0
