"","Player","Min","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Vs_Dribbles","Att_Vs_Dribbles","Tkl_percent_Vs_Dribbles","Past_Vs_Dribbles","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err"
"1011","Hamza Sakhi",1194,37,21,17,15,5,18,33,NA,15,7,1,6,16,53,8,0
"1012","Hannes Wolf",53,3,1,2,1,0,2,3,NA,1,1,0,1,0,3,5,0
"1013","Hannibal Mejbri",11,1,0,1,0,0,0,0,NA,0,0,0,0,1,2,0,0
"1014","Hans Hateboer",959,13,8,7,5,1,9,21,NA,12,16,4,12,7,20,18,0
"1015","Hans Vanaken",540,5,3,2,2,1,2,5,NA,3,7,2,5,1,6,11,0
"1016","Haris Belkebla",1087,34,21,14,16,4,20,30,NA,10,15,2,13,23,57,7,2
"1017","Haris Seferović",34,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1018","Harrison Reed",1175,17,11,5,10,2,8,20,NA,12,19,3,16,11,28,20,0
"1019","Harry Kane",2097,7,5,1,3,3,2,8,NA,6,13,4,9,3,10,11,0
"1020","Harry Maguire",530,4,2,4,0,0,2,3,NA,1,14,9,5,7,11,26,0
"1021","Harry Souttar",270,2,0,2,0,0,0,0,NA,0,7,4,3,3,5,20,0
"1022","Harry Toffolo",577,8,6,4,2,2,3,5,NA,2,6,2,4,6,14,20,0
"1023","Harry Wilson",428,7,4,2,4,1,3,3,NA,0,6,0,6,2,9,4,0
"1024","Harvey Barnes",1086,11,8,6,3,2,6,13,NA,7,13,0,13,2,13,4,0
"1025","Harvey Elliott",1214,16,8,6,6,4,5,21,NA,16,20,1,19,7,23,9,0
"1026","Hassan Al-Haydos",206,4,1,2,2,0,2,8,70,6,0,0,0,2,6,1,0
"1027","Hassan Al Tambakti",180,4,2,3,1,0,3,4,166.7,1,3,2,1,3,7,6,0
"1028","Hattan Bahebri",4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1029","Héctor Bellerín",323,6,3,1,4,1,4,6,NA,2,5,2,3,4,10,3,0
"1030","Héctor Herrera",160,4,3,2,2,0,2,4,100,2,1,0,1,3,7,0,0
"1031","Héctor Moreno",270,2,1,2,0,0,1,1,NA,0,2,1,1,1,3,4,0
"1032","Helibelton Palacios",705,12,7,8,4,0,6,9,NA,3,8,3,5,7,19,22,0
"1033","Henning Matriciani",696,17,9,12,3,2,8,16,500,8,8,4,4,8,25,21,0
"1034","Henrikh Mkhitaryan",1039,21,13,10,8,3,7,15,NA,8,13,3,10,11,32,9,0
"1035","Henrique",130,4,1,1,0,3,3,5,166.7,2,1,0,1,1,5,2,0
"1036","Henrique Araújo",9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1037","Henry Martín",146,1,1,1,0,0,1,2,NA,1,2,0,2,2,3,1,0
"1038","Heorhii Sudakov",480,9,6,7,1,1,4,7,NA,3,1,0,1,6,15,5,1
"1039","Hernán Galíndez",270,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1040","Hianga Mananga Mbock",15,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0
"1041","Hicham Boudaoui",362,18,6,9,7,2,11,12,NA,1,6,0,6,4,22,2,0
"1042","Hidemasa Morita",421,5,1,3,1,1,1,1,NA,0,3,1,2,2,7,3,0
"1043","Himad Abdelli",231,5,0,0,5,0,3,3,NA,0,0,0,0,3,8,2,0
"1044","Hiroki Ito",1121,15,13,9,4,2,8,17,NA,9,13,4,9,16,31,37,0
"1045","Hiroki Sakai",73,4,3,2,1,1,2,3,66.7,1,1,1,0,1,5,5,0
"1046","Hirving Lozano",1119,18,6,6,8,4,8,15,NA,7,18,0,18,4,22,6,0
"1047","Homam Ahmed",262,2,2,2,0,0,1,3,NA,2,0,0,0,2,4,1,0
"1048","Hossein Hosseini",161,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1049","Hossein Kanaanizadegan",45,0,0,0,0,0,0,2,0,2,1,1,0,1,1,2,0
"1050","Houboulang Mendes",498,9,6,8,1,0,4,12,250,8,7,1,6,3,12,16,0
"1051","Houssem Aouar",343,8,3,3,3,2,2,4,NA,2,8,0,8,4,12,1,0
"1052","Hrvoje Smolčić",233,4,3,3,1,0,2,2,NA,0,9,1,8,5,9,20,0
"1053","Hugo Bueno",451,14,7,13,1,0,9,16,NA,7,4,0,4,5,19,20,0
"1054","Hugo Duro",391,5,2,1,1,3,4,5,NA,1,1,0,1,0,5,3,1
"1055","Hugo Ekitike",280,3,2,0,2,1,1,4,NA,3,1,0,1,2,5,1,0
"1056","Hugo Guillamón",916,9,4,4,5,0,2,12,NA,10,8,1,7,10,19,9,2
"1057","Hugo Lloris",2070,1,1,1,0,0,1,1,NA,0,0,0,0,1,2,11,2
"1058","Hugo Magnetti",590,23,14,10,12,1,17,29,NA,12,4,1,3,8,31,7,0
"1059","Hugo Mallo",873,19,8,12,5,2,13,19,NA,6,10,1,9,6,25,24,0
"1060","Hugo Novoa",187,8,2,1,3,4,4,7,NA,3,4,0,4,1,9,0,0
"1061","Hugo Siquet",17,2,2,2,0,0,2,2,200,0,1,0,1,0,2,0,0
"1062","Hwang Hee-chan",325,3,2,1,1,1,2,4,NA,2,3,0,3,0,3,1,0
"1063","Hwang In-beom",180,2,1,0,1,1,1,2,100,1,0,0,0,2,4,1,0
"1064","Hwang Ui-jo",85,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"1065","Iago",1088,21,9,15,3,3,6,15,NA,9,8,2,6,9,30,38,0
"1066","Iago Aspas",1122,0,0,0,0,0,0,5,NA,5,5,0,5,4,4,9,0
"1067","Ibrahim Amadou",401,9,6,5,3,1,7,10,483.3,3,6,3,3,8,17,18,0
"1068","Ibrahim Diakité",131,3,3,3,0,0,2,3,NA,1,0,0,0,5,8,6,0
"1069","Ibrahim Sulemana",44,1,1,0,0,1,0,1,NA,1,0,0,0,0,1,0,0
"1070","Ibrahima Diallo",450,10,5,5,4,1,5,7,NA,2,6,0,6,2,12,6,0
"1071","Ibrahima Konaté",476,18,9,13,5,0,4,5,NA,1,5,3,2,6,24,26,0
"1072","Ibrahima Koné",304,1,0,0,1,0,1,2,NA,1,2,0,2,1,2,2,0
"1073","Ibrahima Sissoko",225,4,2,2,1,1,2,5,NA,3,3,0,3,0,4,2,0
"1074","Iddrisu Baba",547,15,6,6,9,0,6,11,NA,5,4,0,4,4,19,10,0
"1075","Idrissa Gana Gueye",1008,27,17,16,8,3,8,18,NA,10,22,3,19,25,52,13,1
"1076","Iglesias",1026,34,18,23,8,3,17,31,NA,14,18,5,13,8,42,36,0
"1077","Ignacio Pussetto",152,6,3,2,3,1,3,4,NA,1,4,0,4,0,6,3,0
"1078","Ignatius Ganago",569,4,3,1,2,1,1,2,NA,1,5,0,5,0,4,1,0
"1079","Igor",676,12,5,6,3,3,3,7,NA,4,12,5,7,8,20,16,1
"1080","Igor Zubeldia",717,12,6,7,5,0,6,7,NA,1,9,6,3,7,19,33,0
"1081","Ike Ugbo",386,4,1,1,2,1,3,5,NA,2,6,1,5,1,5,2,0
"1082","Iker Muniain",788,6,4,0,5,1,1,3,NA,2,2,0,2,3,9,1,0
"1083","Ilaix Moriba",331,8,5,2,3,3,4,5,NA,1,3,0,3,2,10,6,0
"1084","Ilia Gruev",713,18,10,9,8,1,9,16,NA,7,12,4,8,10,28,8,1
"1085","Ilija Nestorovski",93,1,0,0,0,1,1,2,NA,1,2,0,2,0,1,2,0
"1086","Iliman Ndiaye",90,0,0,0,0,0,0,2,NA,2,1,0,1,0,0,0,0
"1087","İlkay Gündoğan",1438,19,10,2,9,8,10,15,NA,5,12,2,10,12,31,7,0
"1088","Illan Meslier",1260,1,0,1,0,0,1,2,NA,1,0,0,0,1,2,10,0
"1089","Ilyes Cheti",58,1,0,0,0,1,0,1,NA,1,1,0,1,0,1,3,0
"1090","Iñaki Peña",90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1091","Iñaki Williams",1320,12,7,1,9,2,4,4,NA,0,5,2,3,2,14,13,0
"1092","Íñigo Eguaras",495,7,6,3,4,0,3,8,NA,5,7,3,4,4,11,9,0
"1093","Iñigo Lekue",947,15,9,11,4,0,5,10,NA,5,10,1,9,12,27,22,1
"1094","Iñigo Martínez",810,8,3,6,2,0,2,4,NA,2,9,5,4,14,22,31,0
"1095","Iñigo Ruiz de Galarreta",854,23,17,13,8,2,6,12,NA,6,7,3,4,11,34,9,0
"1096","Ionuț Radu",810,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,3
"1097","Irvin Cardona",233,2,0,1,1,0,0,3,NA,3,3,0,3,2,4,2,0
"1098","Isaac Carcelen",452,19,14,17,1,1,12,12,700,0,7,3,4,5,24,15,0
"1099","Isaac Palazón Camacho",986,19,14,6,9,4,8,19,NA,11,8,0,8,4,23,8,0
"1100","Isaac Success",733,4,2,1,2,1,1,2,NA,1,4,2,2,2,6,10,0
"1101","Isak Hien",746,25,10,18,7,0,12,17,NA,5,6,3,3,11,36,19,0
"1102","Ísak Jóhannesson",290,4,0,2,1,1,3,4,NA,1,5,0,5,2,6,3,0
"1103","Isco",1198,21,12,9,8,4,11,25,NA,14,5,0,5,15,36,4,0
"1104","Islam Slimani",831,3,2,1,2,0,0,2,NA,2,2,0,2,1,4,10,0
"1105","Ismaël Bennacer",1406,47,24,22,21,4,19,28,NA,9,12,4,8,18,65,9,1
"1106","Ismael Diallo",926,14,9,12,2,0,9,16,NA,7,8,2,6,8,22,21,1
"1107","Ismaël Doukouré",409,4,1,1,3,0,0,1,NA,1,5,2,3,3,7,12,0
"1108","Ismaël Koné",78,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0
"1109","Ismaëlben Boura",68,3,1,3,0,0,3,4,NA,1,2,1,1,2,5,2,0
"1110","Ismail Jakobs",535,3,2,3,0,0,1,3,NA,2,4,0,4,4,7,16,0
"1111","Ismail Mohamad",174,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1112","Ismaila Sarr",254,4,2,1,2,1,2,3,NA,1,2,0,2,2,6,1,0
"1113","Ismaily",920,23,8,9,11,3,10,15,NA,5,13,2,11,12,35,21,0
"1114","Issa Diop",598,8,6,5,2,1,5,6,NA,1,5,4,1,3,11,18,0
"1115","Issa Kaboré",479,16,11,5,8,3,10,15,NA,5,5,0,5,3,19,7,1
"1116","Issam Jebali",182,3,3,1,1,1,0,1,NA,1,1,0,1,0,3,3,0
"1117","Issiaga Sylla",1049,23,14,12,7,4,12,27,NA,15,10,4,6,25,48,23,0
"1118","Iván Alejo",657,22,15,11,7,4,13,26,NA,13,12,1,11,2,24,5,1
"1119","Iván Balliu",1260,17,11,9,8,0,4,7,NA,3,7,1,6,13,30,36,1
"1120","Iván Fresneda",468,15,10,6,8,1,9,12,NA,3,5,1,4,8,23,18,0
"1121","Ivan Ilić",646,10,6,4,6,0,4,8,NA,4,8,0,8,6,16,10,0
"1122","Iván Marcano",90,1,0,1,0,0,1,1,100,0,1,1,0,1,2,5,0
"1123","Iván Martín",103,1,1,0,1,0,1,1,NA,0,0,0,0,0,1,0,0
"1124","Ivan Ordets",1036,17,12,13,4,0,9,13,NA,4,12,6,6,20,37,55,0
"1125","Ivan Perišić",1437,31,15,16,10,5,18,37,NA,19,22,7,15,15,46,26,2
"1126","Ivan Petryak",180,2,2,0,2,0,0,0,NA,0,3,0,3,0,2,1,0
"1127","Ivan Provedel",1073,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,11,0
"1128","Ivan Radovanović",391,7,2,3,4,0,2,5,NA,3,7,3,4,5,12,7,0
"1129","Ivan Rakitić",943,19,11,5,8,6,8,21,NA,13,11,2,9,13,32,12,0
"1130","Iván Romero",11,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1131","Iván Sánchez",555,7,5,3,1,3,5,12,NA,7,6,0,6,1,8,0,0
"1132","Ivan Šunjić",843,30,15,13,16,1,12,20,NA,8,13,4,9,11,41,18,1
"1133","Ivan Toney",1260,12,9,3,4,5,5,9,NA,4,10,2,8,5,17,16,0
"1134","Ivo Grbić",298,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,3,0
"1135","Iyenoma Udogie",960,29,17,20,8,1,14,22,NA,8,8,3,5,13,42,8,0
"1136","Jacek Góralski",142,5,2,2,3,0,3,5,100,2,4,0,4,3,8,5,0
"1137","Jack Colback",147,6,5,3,3,0,2,3,NA,1,0,0,0,1,7,3,0
"1138","Jack Grealish",945,7,2,3,4,0,2,5,NA,3,6,0,6,6,13,1,0
"1139","Jack Harrison",937,17,7,1,7,9,3,16,NA,13,14,1,13,4,21,6,0
"1140","Jack Hendry",98,0,0,0,0,0,0,0,NA,0,1,1,0,1,1,4,0
"1141","Jack Stacey",134,4,4,3,1,0,2,3,NA,1,2,0,2,2,6,7,0
"1142","Jack Stephens",139,3,3,2,1,0,2,2,NA,0,3,3,0,1,4,4,0
"1143","Jackson Irvine",264,4,2,1,3,0,2,4,150,2,6,0,6,3,7,7,0
"1144","Jackson Porozo",1054,21,11,15,5,1,9,19,NA,10,12,8,4,23,44,50,0
"1145","Jacob Bruun Larsen",294,3,2,0,0,3,2,2,NA,0,2,0,2,1,4,0,0
"1146","Jacob Murphy",489,8,3,2,5,1,4,9,NA,5,6,0,6,1,9,2,0
"1147","Jacob Ramsey",1021,31,19,12,16,3,10,21,NA,11,28,5,23,13,44,8,0
"1148","Jacopo Fazzini",85,12,7,10,2,0,6,7,NA,1,2,1,1,2,14,5,0
"1149","Jacopo Sala",112,1,0,1,0,0,0,2,NA,2,2,0,2,1,2,2,0
"1150","Jacopo Segre",21,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1151","Jadon Sancho",714,4,2,4,0,0,2,5,NA,3,6,0,6,4,8,1,0
"1152","Jaidon Anthony",272,6,3,2,4,0,3,9,NA,6,2,0,2,0,6,6,0
"1153","Jaime Báez",96,4,2,3,0,1,3,6,140,3,0,0,0,0,4,2,1
"1154","Jaime Mata",42,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
"1155","Jaime Seoane",273,10,4,3,4,3,2,6,NA,4,3,2,1,1,11,2,0
"1156","Jaïro Riedewald",41,2,1,2,0,0,0,1,NA,1,1,0,1,0,2,2,0
"1157","Jaka Bijol",849,13,8,10,3,0,6,8,NA,2,16,9,7,11,24,64,0
"1158","Jakub Kamiński",960,18,12,7,7,4,6,14,NA,8,14,1,13,3,21,5,0
"1159","Jakub Kiwior",1468,18,13,12,6,0,7,23,NA,16,25,17,8,25,43,68,3
"1160","Jamaal Lascelles",107,1,0,1,0,0,1,1,NA,0,3,2,1,0,1,10,0
"1161","Jamal Lewis",8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1162","Jamal Lowe",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1163","Jamal Musiala",1384,17,10,5,8,4,7,14,NA,7,17,2,15,11,28,4,0
"1164","James Forrest",90,1,1,0,1,0,0,1,NA,1,2,0,2,1,2,1,0
"1165","James Garner",142,6,5,1,4,1,1,4,NA,3,2,0,2,4,10,1,0
"1166","James Justin",1252,20,18,7,12,1,9,12,NA,3,24,6,18,15,35,47,0
"1167","James Maddison",1098,25,10,12,10,3,9,21,NA,12,7,0,7,9,34,5,0
"1168","James McCarthy",9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"1169","James Milner",621,18,10,8,6,4,6,19,NA,13,8,2,6,8,26,9,0
"1170","James Sands",324,5,3,1,4,0,1,1,NA,0,2,1,1,4,9,9,0
"1171","James Tarkowski",1350,16,9,12,4,0,7,14,NA,7,46,38,8,24,40,79,2
"1172","James Tavernier",486,11,5,6,5,0,8,11,500,3,7,4,3,6,17,13,1
"1173","James Tomkins",48,1,0,1,0,0,1,1,100,0,0,0,0,0,1,2,0
"1174","James Ward-Prowse",1350,26,13,11,13,2,6,18,NA,12,8,1,7,20,46,15,0
"1175","Jamie Bynoe-Gittens",161,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1176","Jamie Leweling",117,3,3,2,1,0,2,2,NA,0,1,0,1,1,4,0,0
"1177","Jamie Maclaren",36,0,0,0,0,0,0,3,NA,3,0,0,0,1,1,0,0
"1178","Jamie Vardy",751,5,2,2,1,2,1,2,NA,1,3,0,3,1,6,16,0
"1179","Jan Bednarek",250,5,4,1,4,0,1,1,NA,0,6,3,3,5,10,9,0
"1180","Jan Jakob Olschowsky",180,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,1,0
"1181","Jan Kliment",45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"1182","Jan Kopic",81,1,1,1,0,0,1,3,NA,2,1,0,1,1,2,0,0
"1183","Jan Oblak",1502,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,6,0
"1184","Jan Paul van Hecke",3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1185","Jan Sýkora",148,0,0,0,0,0,0,2,0,2,0,0,0,3,3,3,0
"1186","Jan Thielmann",489,8,7,3,4,1,2,6,NA,4,6,2,4,3,11,3,0
"1187","Jan Vertonghen",180,0,0,0,0,0,0,1,NA,1,2,2,0,3,3,8,0
"1188","Janik Haberer",848,10,6,4,6,0,6,16,NA,10,14,0,14,4,14,10,0
"1189","Janis Antiste",52,1,0,1,0,0,1,1,NA,0,0,0,0,0,1,0,0
"1190","Janis Blaswich",1068,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,4,0
"1191","Jannes Horn",59,2,1,1,1,0,1,1,NA,0,1,0,1,3,5,2,0
"1192","Japhet Tanganga",18,1,1,1,0,0,1,1,100,0,0,0,0,0,1,0,0
"1193","Jarrod Bowen",1340,22,10,8,6,8,8,20,NA,12,20,5,15,11,33,9,0
"1194","Jason Berthomier",23,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1195","Jason Cummings",35,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1196","Jaume Costa",964,18,11,9,6,3,12,18,NA,6,6,2,4,4,22,15,0
"1197","Javi",365,5,3,4,0,1,3,4,NA,1,1,0,1,2,7,9,0
"1198","Javi Galán",1255,44,29,27,15,2,16,35,NA,19,20,1,19,8,52,14,0
"1199","Javi Puado",749,6,2,3,2,1,3,9,NA,6,2,0,2,3,9,4,0
"1200","Javi Sánchez",1003,14,8,9,5,0,4,7,NA,3,15,12,3,18,32,53,0
"1201","Javier Llabrés",17,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"1202","Javier Manquillo",11,1,0,1,0,0,1,1,100,0,0,0,0,0,1,0,0
"1203","Javier Pastore",5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1204","Jawad El Yamiq",451,7,3,6,1,0,2,2,NA,0,7,7,0,13,20,34,0
"1205","Jay Stansfield",87,0,0,0,0,0,0,2,NA,2,4,1,3,1,1,1,0
"1206","Jean-Charles Castelletto",1019,19,12,16,3,0,7,12,NA,5,11,6,5,24,43,37,0
"1207","Jean-Clair Todibo",NA,22,15,15,6,1,12,20,NA,8,15,7,8,9,31,46,0
"1208","Jean-Claude Billong",23,0,0,0,0,0,0,0,NA,0,1,1,0,1,1,0,0
"1209","Jean-Daniel Akpa-Akpro",137,3,3,3,0,0,1,1,NA,0,5,1,4,1,4,1,0
"1210","Jean-Eudes Aholou",590,13,8,3,8,2,5,12,NA,7,8,0,8,12,25,5,0
"1211","Jean-Kevin Duverne",1107,35,17,22,11,2,25,38,NA,13,13,1,12,8,43,26,0
"1212","Jean-Paul Boëtius",574,15,8,9,5,1,3,8,NA,5,12,0,12,6,21,5,0
"1213","Jean-Philippe Mateta",283,2,1,1,1,0,0,2,NA,2,1,1,0,1,3,7,0
"1214","Jean-Ricner Bellegarde",1297,23,11,10,9,4,4,12,NA,8,11,2,9,18,41,14,0
"1215","Jean-Victor Makengo",638,12,9,4,6,2,4,7,NA,3,6,2,4,8,20,2,0
"1216","Jean Lucas",291,9,5,3,5,1,6,12,NA,6,2,1,1,4,13,2,0
"1217","Jean Onana",148,4,1,2,2,0,1,3,NA,2,4,1,3,2,6,2,0
"1218","Jeff Reine-Adélaïde",313,7,4,1,4,2,5,8,NA,3,3,0,3,6,13,0,0
"1219","Jefferson Lerma",1350,19,12,9,7,3,8,14,NA,6,8,5,3,13,32,45,1
"1220","Jeffrey Gouweleeuw",1196,24,15,11,9,4,14,22,NA,8,14,9,5,25,49,62,1
"1221","Jeffrey Schlupp",1094,30,23,14,13,3,12,20,NA,8,18,5,13,12,42,12,0
"1222","Jeison Murillo",582,12,5,8,4,0,11,13,NA,2,11,7,4,4,16,22,0
"1223","Jens Cajuste",525,25,15,14,7,4,12,23,NA,11,13,3,10,9,34,12,0
"1224","Jens Stage",562,12,5,6,6,0,1,7,NA,6,11,4,7,11,23,11,0
"1225","Jeong Woo-yeong",513,5,2,2,2,1,2,3,NA,1,4,0,4,1,6,6,0
"1226","Jerdy Schouten",849,14,8,7,6,1,4,9,NA,5,22,11,11,12,26,19,1
"1227","Jere Uronen",221,8,5,4,4,0,7,11,NA,4,3,0,3,6,14,4,0
"1228","Jeremías Ledesma",1260,0,0,0,0,0,0,1,NA,1,1,0,1,2,2,9,1
"1229","Jérémie Bela",566,6,4,2,1,3,3,3,NA,0,6,1,5,6,12,7,0
"1230","Jeremie Boga",70,1,0,1,0,0,0,1,NA,1,2,0,2,0,1,0,0
"1231","Jeremie Frimpong",1549,34,16,15,15,4,18,31,NA,13,17,2,15,14,48,30,0
"1232","Jeremy Doku",170,5,4,0,4,1,4,7,NA,3,1,0,1,2,7,1,0
"1233","Jérémy Le Douaron",521,2,2,1,1,0,1,7,NA,6,7,1,6,1,3,3,0
"1234","Jeremy Sarmiento",93,2,1,0,1,1,0,1,NA,1,0,0,0,1,3,0,0
"1235","Jeremy Toljan",1229,19,15,9,9,1,9,10,NA,1,13,5,8,11,30,22,1
"1236","Jeroen Zoet",138,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1237","Jérôme Boateng",291,2,0,1,1,0,1,3,NA,2,4,2,2,4,6,13,0
"1238","Jérôme Roussillon",22,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1239","Jerry St. Juste",189,8,5,5,2,1,2,3,NA,1,2,0,2,7,15,6,0
"1240","Jesper Lindstrøm",1550,12,5,8,3,1,4,13,NA,9,22,0,22,8,20,8,0
"1241","Jesse Lingard",809,3,3,2,1,0,0,2,NA,2,9,0,9,4,7,4,0
"1242","Jesús Corona",62,1,0,1,0,0,0,0,NA,0,0,0,0,0,1,0,0
"1243","Jesús Gallardo",270,9,5,5,4,0,3,8,125,5,6,1,5,1,10,10,0
"1244","Jesús Navas",850,9,5,4,1,4,4,12,NA,8,11,4,7,8,17,17,0
"1245","Jesús Vallejo",18,2,2,1,0,1,2,2,100,0,1,1,0,0,2,2,0
"1246","Jesus Vazquez",148,4,4,2,0,2,0,1,NA,1,2,0,2,0,4,3,0
"1247","Jewison Bennette",86,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,0,0
"1248","Jhegson Méndez",180,2,2,1,1,0,1,1,NA,0,4,0,4,1,3,1,0
"1249","Jhon Lucumí",830,19,13,12,7,0,7,14,NA,7,10,7,3,12,31,43,0
"1250","Jhon Mosquera",431,12,6,4,6,2,3,4,NA,1,3,2,1,4,16,8,0
"1251","Jim Allevinah",545,9,5,3,3,3,4,16,NA,12,9,0,9,1,10,2,0
"1252","Jimmy Cabot",511,20,12,10,8,2,12,26,NA,14,5,0,5,4,24,12,0
"1253","Jindřich Staněk",450,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
"1254","Jiří Pavlenka",1288,0,0,0,0,0,0,3,NA,3,0,0,0,2,2,9,0
"1255","Joachim Andersen",1440,20,7,13,6,1,7,16,NA,9,16,9,7,13,33,104,0
"1256","Joakim Mæhle",964,23,12,8,6,9,16,24,NA,8,16,4,12,9,32,12,0
"1257","Joan Gonzàlez",1026,18,9,13,3,2,6,21,NA,15,16,3,13,8,26,18,0
"1258","Joan Jordán",944,15,9,5,8,2,7,18,NA,11,14,6,8,9,24,7,1
"1259","João Cancelo",1672,42,29,20,14,8,22,33,NA,11,8,1,7,20,62,16,1
"1260","João Félix",898,9,6,1,4,4,2,7,NA,5,1,0,1,3,12,2,0
"1261","João Mário",524,6,4,1,4,1,2,8,NA,6,4,0,4,2,8,5,0
"1262","João Mário Lopes",181,7,3,2,3,2,3,6,200,3,3,1,2,2,9,4,1
"1263","João Moutinho",997,29,16,19,7,3,11,30,NA,19,14,4,10,11,40,9,0
"1264","João Palhinha",1263,67,39,26,30,11,31,51,NA,20,22,2,20,14,81,22,1
"1265","Joaquín",160,1,1,0,1,0,0,1,NA,1,0,0,0,1,2,2,0
"1266","Joaquín Blázquez",90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
"1267","Joaquín Correa",563,7,4,2,3,2,1,3,NA,2,1,0,1,0,7,1,0
"1268","Joaquín Fernández",955,14,13,11,3,0,9,11,NA,2,17,12,5,12,26,44,1
"1269","Joaquin Sosa",160,2,1,2,0,0,1,2,NA,1,2,1,1,1,3,8,0
"1270","Jodel Dossou",255,7,4,3,2,2,4,4,NA,0,2,1,1,1,8,0,0
"1271","Joe Allen",94,1,1,1,0,0,1,2,100,1,1,0,1,1,2,4,0
"1272","Joe Aribo",944,28,19,13,11,4,10,16,NA,6,12,1,11,5,33,10,0
"1273","Joe Bryan",166,5,4,3,2,0,4,4,NA,0,2,0,2,1,6,1,0
"1274","Joe Gelhardt",169,3,1,1,0,2,1,3,NA,2,4,0,4,0,3,4,0
"1275","Joe Gomez",1113,25,17,14,9,2,12,16,NA,4,11,7,4,17,42,34,4
"1276","Joe Hart",540,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,1
"1277","Joe Morrell",33,3,2,1,2,0,0,1,NA,1,2,0,2,1,4,0,0
"1278","Joe Rodon",1078,8,6,7,1,0,3,7,NA,4,11,9,2,9,17,45,1
"1279","Joe Rothwell",17,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
"1280","Joe Scally",1300,21,14,16,5,0,16,20,NA,4,12,5,7,4,25,36,0
"1281","Joe Willock",1114,27,17,9,9,9,15,30,NA,15,23,4,19,12,39,10,0
"1282","Joe Worrall",717,20,9,11,7,2,8,12,NA,4,11,7,4,10,30,31,1
"1283","Joel Campbell",179,7,4,0,5,2,1,1,NA,0,2,0,2,0,7,2,0
"1284","Joël Matip",484,13,7,8,5,0,8,12,NA,4,2,1,1,6,19,20,0
"1285","Joel Pohjanpalo",4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1286","Joël Veltman",947,23,14,16,6,1,9,15,NA,6,16,5,11,11,34,31,0
"1287","Joel Ward",1021,19,15,14,3,2,10,11,NA,1,11,6,5,11,30,40,1
"1288","Joelinton",1060,33,21,17,11,5,15,29,NA,14,24,1,23,16,49,18,0
"1289","Johan Gastien",1213,30,16,14,15,1,17,52,NA,35,18,5,13,17,47,15,0
"1290","Johan Mojica",456,8,4,7,1,0,2,4,NA,2,4,2,2,6,14,7,0
"1291","Johan Vásquez",358,9,6,8,1,0,4,8,NA,4,7,5,2,6,15,20,1
"1292","Johann Lepenant",830,29,15,11,13,5,15,32,NA,17,12,2,10,13,42,10,0
"1293","John Donald",150,1,0,1,0,0,0,0,NA,0,2,2,0,5,6,3,1
"1294","John Lundstram",450,6,3,2,4,0,5,15,166.7,10,4,1,3,9,15,12,0
"1295","John McGinn",1056,38,24,17,17,4,20,33,NA,13,24,4,20,11,49,5,0
